"FEATURE","CLEAN_FEAT","APPROVALDT","ORIGIN","DIAMETER","CENTER_LON","CENTER_LAT","TYPE","CODE","APPROVAL","MIN_LON","MAX_LON","MIN_LAT","MAX_LAT","ETHNICITY","CONTINENT","QUAD_NAME","QUAD_CODE","LINK"
"Alpetragius H","Alpetragius H","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","4.42793","353.896239537835","-18.0109429206781","Satellite Feature","SF","Adopted by IAU","353.819463729858","353.973016738892","-18.0839538574219","-17.937931060791","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7206"
"Alpetragius J","Alpetragius J","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","4.12914","354.296497876532","-18.0489198335403","Satellite Feature","SF","Adopted by IAU","354.224885940552","354.368112564087","-18.1170043945312","-17.9808349609375","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7207"
"Alpetragius M","Alpetragius M","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","23.2076","356.732667859172","-16.4516799657661","Satellite Feature","SF","Adopted by IAU","356.33339881897","357.131940841675","-16.8343505859375","-16.0690097808838","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7208"
"Alpetragius N","Alpetragius N","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","11.268","356.123601630051","-16.7354280432456","Satellite Feature","SF","Adopted by IAU","355.929586410522","356.317617416382","-16.9212265014648","-16.5496292114258","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7209"
"Alpetragius U","Alpetragius U","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","15.5939","354.892840331206","-17.7104258895348","Satellite Feature","SF","Adopted by IAU","354.622713088989","355.16258430481","-17.9676399230957","-17.4533843994141","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7210"
"Alpetragius V","Alpetragius V","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","15.9047","354.173436996048","-18.1874470104696","Satellite Feature","SF","Adopted by IAU","353.89740562439","354.449468612671","-18.4496994018555","-17.9251937866211","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7211"
"Alpetragius W","Alpetragius W","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","27.6759","354.038368978506","-17.9515463733353","Satellite Feature","SF","Adopted by IAU","353.569967269897","354.529378890991","-18.4322853088379","-17.5195846557617","Morocco","Africa","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7212"
"Alpetragius X","Alpetragius X","2006-01-01 00:00:00","Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100).","31.7789","354.26387043354","-15.6088508758061","Satellite Feature","SF","Adopted by IAU","353.719820022583","354.807920455933","-16.1328563690186","-15.0848426818848","Morocco","Africa","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7213"
"Alphonsus A","Alphonsus A","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","3.60086","357.726567461206","-14.867497656202","Satellite Feature","SF","Adopted by IAU","357.665132522583","357.788003921509","-14.926872253418","-14.8081226348877","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7214"
"Alphonsus C","Alphonsus C","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","3.37099","355.127491629673","-14.4040842746392","Satellite Feature","SF","Adopted by IAU","355.070104598999","355.184881210327","-14.4596672058105","-14.3484992980957","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7216"
"Alphonsus D","Alphonsus D","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","23.6976","359.148263430758","-15.0507620000288","Satellite Feature","SF","Adopted by IAU","358.743631362915","359.552900314331","-15.4415092468262","-14.6600131988525","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7217"
"Alphonsus G","Alphonsus G","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","3.5212","356.607401771585","-12.3520768173084","Satellite Feature","SF","Adopted by IAU","356.547964096069","356.666845321655","-12.4101371765137","-12.2940158843994","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7218"
"Alphonsus H","Alphonsus H","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","7.00995","359.472672936558","-15.6214533496831","Satellite Feature","SF","Adopted by IAU","359.352647781372","359.592702865601","-15.73703956604","-15.5058670043945","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7219"
"Alphonsus J","Alphonsus J","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","7.8993","357.488533136403","-15.1351695225069","Satellite Feature","SF","Adopted by IAU","357.353597640991","357.623472213745","-15.2654209136963","-15.0049171447754","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7220"
"Apianus H","Apianus H","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","6.56674","8.64105194651554","-28.1522424449584","Satellite Feature","SF","Adopted by IAU","8.51821708679199","8.76388740539551","-28.2605209350586","-28.0439624786377","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7291"
"Apianus J","Apianus J","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","6.70553","8.51940752458487","-26.3257960516414","Satellite Feature","SF","Adopted by IAU","8.3960132598877","8.64280128479004","-26.4363632202148","-26.2152290344238","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7292"
"Apianus K","Apianus K","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","6.44392","9.31133472082873","-27.4796584607177","Satellite Feature","SF","Adopted by IAU","9.19153022766113","9.43114280700684","-27.5859107971191","-27.3734035491943","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7293"
"Apianus L","Apianus L","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","4.66613","10.8475876318381","-29.1230003675256","Satellite Feature","SF","Adopted by IAU","10.7594890594482","10.9356861114502","-29.1999397277832","-29.0460605621338","Germany","Europe","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7294"
"Apianus M","Apianus M","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","6.98005","10.2858730082109","-24.7750352219876","Satellite Feature","SF","Adopted by IAU","10.159086227417","10.4126605987549","-24.8901290893555","-24.6599407196045","Germany","Europe","Rupes Altai","LAC-96","http://planetarynames.wr.usgs.gov/Feature/7295"
"Apianus N","Apianus N","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","3.45642","9.90553886366597","-28.8907650584396","Satellite Feature","SF","Adopted by IAU","9.84042930603027","9.97064781188965","-28.9477577209473","-28.8337726593018","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7296"
"Apianus P","Apianus P","2006-01-01 00:00:00","Bienewitz, Peter; German mathematician, astronomer (1495-1552).","41.587","9.1292800788946","-25.2853954108979","Satellite Feature","SF","Adopted by IAU","8.3709545135498","9.88761329650879","-25.971134185791","-24.5996570587158","Germany","Europe","Purbach","LAC-95","http://planetarynames.wr.usgs.gov/Feature/7297"
"Alphonsus L","Alphonsus L","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","3.75054","356.276912624612","-12.0219292984702","Satellite Feature","SF","Adopted by IAU","356.21368598938","356.340143203735","-12.0837707519531","-11.9600868225098","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7222"
"Alphonsus R","Alphonsus R","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","3.00976","358.07725615923","-14.392937580256","Satellite Feature","SF","Adopted by IAU","358.043180465698","358.111330032349","-14.4410591125488","-14.3448143005371","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7223"
"Alphonsus X","Alphonsus X","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","4.67501","355.541405509138","-14.98729134963","Satellite Feature","SF","Adopted by IAU","355.461603164673","355.621213912964","-15.0643768310547","-14.9102039337158","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7224"
"Alphonsus Y","Alphonsus Y","2006-01-01 00:00:00","Alfonso X (El Sabio); Spanish astronomer (1221-1284).","2.60004","358.081652463618","-14.7059678141638","Satellite Feature","SF","Adopted by IAU","358.037328720093","358.125978469849","-14.7488384246826","-14.6630954742432","Spain","Europe","Ptolemaeus","LAC-77","http://planetarynames.wr.usgs.gov/Feature/7225"
"Alter K","Alter K","2006-01-01 00:00:00","Dinsmore; American astronomer, meteorologist (1888-1968).","21.6367","253.811200777655","16.2175379749049","Satellite Feature","SF","Adopted by IAU","253.439638137817","254.182764053345","15.8607692718506","16.5743083953857","American","North America","Robertson","LAC-54","http://planetarynames.wr.usgs.gov/Feature/7226"
"Alter W","Alter W","2006-01-01 00:00:00","Dinsmore; American astronomer, meteorologist (1888-1968).","51.4701","250.590968479045","20.3820972692297","Satellite Feature","SF","Adopted by IAU","249.686040878296","251.495897293091","19.5333805084229","21.2308139801025","American","North America","Robertson","LAC-54","http://planetarynames.wr.usgs.gov/Feature/7227"
"Amici M","Amici M","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","107.912","187.977848429591","-11.8070380900544","Satellite Feature","SF","Adopted by IAU","186.157461166382","189.789712905884","-13.5913410186768","-10.0321426391602","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7228"
"Amici N","Amici N","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","37.6272","187.46047568892","-11.8843343703166","Satellite Feature","SF","Adopted by IAU","186.826776504517","188.094186782837","-12.5047760009766","-11.2638912200928","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7229"
"Amici P","Amici P","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","24.9294","185.873122706944","-12.3533049170609","Satellite Feature","SF","Adopted by IAU","185.452470779419","186.293775558472","-12.7643661499023","-11.9422435760498","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7230"
"Amici Q","Amici Q","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","43.5905","184.112375905435","-12.3391772584317","Satellite Feature","SF","Adopted by IAU","183.376943588257","184.847814559937","-13.057954788208","-11.620397567749","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7231"
"Amici R","Amici R","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","34.7682","184.678451067636","-11.5041001476524","Satellite Feature","SF","Adopted by IAU","184.093408584595","185.263498306274","-12.0773906707764","-10.9308090209961","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7232"
"Amici T","Amici T","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","38.0635","185.925193276709","-9.91424511441826","Satellite Feature","SF","Adopted by IAU","185.288053512573","186.562334060669","-10.5418720245361","-9.28661727905273","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7233"
"Amici U","Amici U","2006-01-01 00:00:00","Giovanni Battista; Italian astronomer, optician (1786-1863).","88.7317","184.528645258714","-8.75166163736174","Satellite Feature","SF","Adopted by IAU","183.05125617981","186.011636734009","-10.2157344818115","-7.28945732116699","Italy","Europe","Icarus","LAC-86","http://planetarynames.wr.usgs.gov/Feature/7234"
"Amundsen C","Amundsen C","2006-01-01 00:00:00","Roald Engelbregt Gravning; Norwegian explorer (1872-1928).","24.2249","85.2121351528248","-80.7587751318286","Satellite Feature","SF","Adopted by IAU","82.7240657806396","87.7002048492432","-81.1582164764404","-80.3593311309814","Norway","Europe","Amundsen","LAC-144","http://planetarynames.wr.usgs.gov/Feature/7236"
"Anaxagoras A","Anaxagoras A","2006-01-01 00:00:00","Greek astronomer (500-428 B.C.).","20.0875","352.979880032706","72.258154054977","Satellite Feature","SF","Adopted by IAU","351.988836288452","353.963975906372","71.9582805633545","72.5578022003174","Greek","Europe","Anaxagoras","LAC-3","http://planetarynames.wr.usgs.gov/Feature/7237"
"Anaxagoras B","Anaxagoras B","2006-01-01 00:00:00","Greek astronomer (500-428 B.C.).","4.94681","348.635165412084","70.3549297909301","Satellite Feature","SF","Adopted by IAU","348.389348983765","348.873640060425","70.2754459381104","70.438570022583","Greek","Europe","Anaxagoras","LAC-3","http://planetarynames.wr.usgs.gov/Feature/7238"
"Anaximander A","Anaximander A","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","15.2372","309.598526553038","68.0488435526055","Satellite Feature","SF","Adopted by IAU","308.927248001099","310.269807815552","67.7975978851318","68.3000926971436","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7239"
"Anaximander B","Anaximander B","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","79.0999","298.791182263399","68.081993215998","Satellite Feature","SF","Adopted by IAU","295.299554824829","302.277486801147","66.7604084014893","69.4059391021729","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7240"
"Anaximander D","Anaximander D","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","96.6254","309.315374632855","65.7755100595782","Satellite Feature","SF","Adopted by IAU","305.429990768433","313.200109481812","64.1822376251221","67.3687877655029","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7241"
"Anaximander H","Anaximander H","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","9.03146","318.944385393806","65.2882238041537","Satellite Feature","SF","Adopted by IAU","318.588300704956","319.30047416687","65.1393070220947","65.4371433258057","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7242"
"Anaximander R","Anaximander R","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","8.04945","304.787271847048","66.3158943074546","Satellite Feature","SF","Adopted by IAU","304.558115005493","305.016199111938","66.1837558746338","66.4480304718018","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7243"
"Anaximander S","Anaximander S","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","7.20851","306.402224872833","68.3547032245532","Satellite Feature","SF","Adopted by IAU","306.080289840698","306.724161148071","68.2358417510986","68.4735660552979","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7244"
"Anaximander T","Anaximander T","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","7.01141","307.729260822415","67.2965321900913","Satellite Feature","SF","Adopted by IAU","307.429723739624","308.028799057007","67.1809215545654","67.412145614624","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7245"
"Anaximander U","Anaximander U","2006-01-01 00:00:00","Greek astronomer (c. 611-547 B.C.).","7.5434","311.4989399691","64.1381436487264","Satellite Feature","SF","Adopted by IAU","311.214014053345","311.783864974976","64.0137615203857","64.2625255584717","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7246"
"Anaximenes B","Anaximenes B","2006-01-01 00:00:00","Greek astronomer (585-528 B.C.).","8.34208","321.93746435836","68.9393957913909","Satellite Feature","SF","Adopted by IAU","321.554780960083","322.320154190063","68.8018436431885","69.0769481658936","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7247"
"Anaximenes E","Anaximenes E","2006-01-01 00:00:00","Greek astronomer (585-528 B.C.).","10.0026","328.543005471608","66.57566365971","Satellite Feature","SF","Adopted by IAU","328.128526687622","328.957487106323","66.4107341766357","66.7405948638916","Greek","Europe","Anaxagoras","LAC-3","http://planetarynames.wr.usgs.gov/Feature/7248"
"Anaximenes G","Anaximenes G","2006-01-01 00:00:00","Greek astronomer (585-528 B.C.).","51.1655","319.497934157137","73.7521160398316","Satellite Feature","SF","Adopted by IAU","316.490663528442","322.505212783813","72.9084491729736","74.5957813262939","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7249"
"Anaximenes H","Anaximenes H","2006-01-01 00:00:00","Greek astronomer (585-528 B.C.).","42.7187","314.296559978384","74.6380776638932","Satellite Feature","SF","Adopted by IAU","311.61847114563","316.943300247192","73.9491901397705","75.3579502105713","Greek","Europe","Carpenter","LAC-2","http://planetarynames.wr.usgs.gov/Feature/7250"
