NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
BELLINSGAUZEN;Cratère;;Faddey F. Bellingshausen;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Explorateur;Russie;russe;19;19 ème siècle;??;1778;??;1852;??;-164,6;164,6 ° Ouest;-60,6;60,6 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;63;63;37;37;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BELOPOL'SKIY;Cratère;;Aristarch A. Belopol'skiy;UAI 1971 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;URSS;soviétique;20;20 ème siècle;??;1854;??;1934;??;-128,1;128,1 ° Ouest;-17,2;17,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;59;59;35;35;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BELYAEV;Cratère;;Pavel I. Belyaev;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1925;??;1970;Cosmonaute de la mission Voskhod 2 le 18 mars 1965 avec Leonov.;143,5;143,5 ° Est;23,3;23,3 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;54;54;32;32;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BENEDICT;Cratère;;F. G. Benedict;UAI 1985 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;Etats-Unis;américain;20;20 ème siècle;??;1870;??;1957;??;141,5;141,5 ° Est;4,4;4,4 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;14;14;8;8;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BERGMAN;Cratère;;Torbern Olof Bergman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;Suède;suédois;18;18 ème siècle;Katrineberg;1735;Medevi;1784;Minéralogiste. Découvreur du nickel, du tungstène et de la composition des  carbonates.;137,5;137,5 ° Est;7;7 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;21;21;12;12;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BERGSTRAND;Cratère;;Carl Osten E. Bergstrand;UAI 1997 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Suède;suédois;20;20 ème siècle;Stockholm;1873;Uppsala;1948;Inventeur d'une table de réfraction différentielle. Etude des satellites d'Uranus et de la couronne solaire. ;176,3;176,3 ° Est;-18,8;18,8 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;43;43;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BERKNER;Cratère;;Lloyd V. Berkner;UAI 1979 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géophysicien;Etats-Unis;américain;20;20 ème siècle;??;1905;??;1967;??;-105,2;105,2 ° Ouest;25,2;25,2 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;86;86;51;51;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BERLAGE;Cratère;;Hendrik P. Berlage;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géophysicien;Pays-Bas;hollandais;20;20 ème siècle;??;1896;??;1968;??;-162,8;162,8 ° Ouest;-63,2;63,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;92;92;54;54;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BHABHA;Cratère;;Homi Jehangir Bhabha;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Inde;indien;20;20 ème siècle;Bombay;1909;Mont Blanc;1966;Etude sur les rayons cosmiques. Président de la 1ère conférence sur les applications pacifiques de l'énergie nucléaire de Genève en 1955. Mort dans un accident d'avion. ;-164,5;164,5 ° Ouest;-55,1;55,1 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-030-H1 V-043-M;64;64;38;38;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BINGHAM;Cratère;;H. Bingham;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Explorateur;Etats-Unis;américain;20;20 ème siècle;??;1875;??;1956;??;115,1;115,1 ° Est;8,1;8,1 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;33;33;19;19;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BIRKELAND;Cratère;;Olaf K. Birkeland;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Norvège;norvégien;19;19 ème siècle;??;1867;?;1917;??;173,9;173,9 ° Est;-30,2;30,2 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-065-M;82;82;48;48;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BIRKHOFF;Cratère;;George David Birkhoff;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Mathématicien;Etats-Unis;américain;20;20 ème siècle;Overisel;1884;Cambridge;1944;Théorie générale des systèmes dynamiques.Démonstration du dernier théorème de Poincaré. Etude sur la théorie de la relativité. ;-146,1;146,1 ° Ouest;58,7;58,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-024-H3 V-029-H2 V-028-M V-028-H3 V-025-M V-029-M;345;345;203;203;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BJERKNES;Cratère;;Vilhelm F. K. Bjerknes;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Norvège;norvégien;20;20 ème siècle;??;1862;??;1951;??;113;113 ° Est;-38,4;38,4 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;48;48;28;28;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BLACKETT;Cratère;;Patrick Maynard Stuart Blackett;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Royaume Uni;britannique;20;20 ème siècle;Londres;1897;Londres;1974;Etude sur les rayons cosmiques. Première photographie d'un phénomène de transmutation en 1925. Auteur d'une théorie générale sur le magnétisme. Prix Nobel en 1948.;-116,1;116,1 ° Ouest;-37,5;37,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;141;141;83;83;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BLANCHARD;Cratère;;Jean Pierre Blanchard.;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Scientifique;France;français;18;18 ème siècle:;Les Andelys;1753;Paris;1809;Etude sur le parachute. Première traversée de la Manche en ballon en 1785. Chute de ballon à la Haye en 1808.;-94,4;94,4 ° Ouest;-58,5;58,5 ° Sud;Sud-Ouest;;VI;Hausen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;40;40;24;24;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
BLAZHKO;Cratère;;Sergej N. Blazhko;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;URSS;soviétique;20;20 ème siècle;??;1870;??;1956;??;-148;148 ° Ouest;31,6;31,6 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;54;54;32;32;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOBONE;Cratère;;Jorge Bobone;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Argentine;argentin;20;20 ème siècle;??;1901;??;1958;??;-131,8;131,8 ° Ouest;26,9;26,9 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;31;31;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOK;Cratère;;Priscilla Fairfield Bok;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américaine;20;20 ème siècle;??;1896;??;1975;Découvreuse des nuages compact de poussière interstellaire ou globules.;-171,6;171,6 ° Ouest;-20,2;20,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;45;45;26;26;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOLTZMANN;Cratère;;Ludwig E. Boltzmann;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Autriche;autrichien;19;19 ème siècle;Vienne;1844;Duino;1906;Inventeur de la cinétique des gaz et d'une formule décrivant l'entropie introduisant une nouvelle constante fondamentale de la physique. Suicide suite à une grave maladie.;-90,7;90,7 ° Ouest;-74,9;74,9 ° Sud;Sud-Ouest;;VI;Hausen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;IV-193-H1;76;76;45;45;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
BOLYAI;Cratère;;Janos Bolyai;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Mathématicien;Hongrie;hongrois;19;19 ème siècle;??;1802;??;1860;??;125,9;125,9 ° Est;-33,6;33,6 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;III-121-H3;135;135;79;79;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BONDARENKO;Cratère;;V. V. Bondarenko;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1937;??;1961;Elève cosmonaute. Pas de participation à une mission spatiale.;136,3;136,3 ° Est;-17,8;17,8 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;30;30;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BORMAN;Cratère;;Frank Borman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronaute;Etas Unis;américain;20;20 ème siècle;??;1928;;;Astronaute de la mission Apollo 8. Première mise en orbite lunaire le 25 décembre 1968.;-147,7;147,7 ° Ouest;-38,8;38,8 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-030-H1;50;50;29;29;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOSE;Cratère;;Sir Jagadis Chandra Bose;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Inde;indien;20;20 ème siècle;Mymensingh;1858;Giridih;1937;Inventeur d'un générateur d'ondes électriques ultra courtes en 1897. Travaux sur les phénomènes moléculaires.;-170;170 ° Ouest;-53,5;53,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-043-M;91;91;54;54;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOWDITCH;Cratère;;Nathaniel Bowditch;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;19;19 ème siècle;??;1773;??;1848;??;103,1;103,1 ° Est;-25;25 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;40;40;24;24;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BOYLE;Cratère;;Sir Robert Boyle;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Royaume Uni;britannique;17;17 ème siècle;Lismore Castle;1627;Londres;1691;Co inventeur de la loi de compressibilité des gaz avec Mariotte. Inventeur du zéro des températures au point de fusion de la glace. Refutation de la théorie des éléments d'Aristote. Inventeur de la notion d'élément et de méthodes d'analyse chimique. ;178,1;178,1 ° Est;-53,1;53,1 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;57;57;34;34;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BRAGG;Cratère;;Sir William Henry Bragg;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Royaume Uni;britannique;20;20 ème siècle;Wigton;1862;Londres;1942;Directeur de l'Institution Royale de Grande Bretagne en 1923. Auteur de travaux avec son fils sur les rayons X et la radioativité. Inventeur d'un spectrographe à haute fréquence. Prix Nobel en 1915. ;-102,9;102,9 ° Ouest;42,5;42,5 ° Nord;Nord-Ouest;;VIII;Röntgen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;84;84;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;0;Non observable;Non observable;999;Non observable;Non observable
BRASHEAR;Cratère;;John A. Brashear;UAI 1979 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1840;??;1920;??;-170,7;170,7 ° Ouest;-73,8;73,8 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;55;55;32;32;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
BREDIKHIN;Cratère;;Fedor A. Bredikhin;UAI 1988 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Russie;russe;19;19 ème siècle;??;1831;??;1904;??;-158,2;158,2 ° Ouest;17,3;17,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;59;59;35;35;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BRIDGMAN;Cratère;;Percy Williams Bridgman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Etats-Unis;américain;20;20 ème siècle;Cambridge;1882;Randolph;1961;Etudes sur les ultra pressions et sur les propriétés des cristaux. Prix Nobel en 1946.;137,1;137,1 ° Est;43,5;43,5 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-158-M V-124-H3 V-124-M;80;80;47;47;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BRONK;Cratère;;Detlev Wulf Bronk;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Neurophysiologiste;Etats-Unis;américain;20;20 ème siècle;??;1897;?;1975;??;-134,5;134,5 ° Ouest;26,1;26,1 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-031-M V-028-H2 V-031-H2;64;64;38;38;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BROUWER;Cratère;;Dirk Brouwer;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;Rotterdam;1902;New Haven;1966;Révision des constantes astronomiques. Intégration numérique des équations de la mécanique céleste.;-126;126 ° Ouest;-36,2;36,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-026-M V-022-H2 V-022-M V-026-H2;158;158;93;93;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
BRUNNER;Cratère;;William O. Brunner;UAI 19XX ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Suisse;suisse;20;20 ème siècle;??;1878;??;1958;??;90,9;90,9 ° Est;-9,9;9,9 ° Sud;Sud-Est;;IV;Curie;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;53;53;31;31;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
BUFFON;Cratère;;Georges Louis Leclercq Comte de Buffon;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Naturaliste;France;français;18;18 ème siècle:;Montbard;1707;Paris;1788;"Membre de l'Académie des Sciences en 1733. Intendant du jardin du Roi en 1739. Auteur des 36 volumes de ""l'Histoire naturelle"" parue de 1749 à 1804. Premières hypothèses évolutionnistes. Grand vulgarisateur des sciences.";-133,4;133,4 ° Ouest;-40,4;40,4 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-026-H1;106;106;62;62;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
