NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_FR;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Maraldi D 1;Cúpula;No determinat;Cúpula de Maraldi D n° 1;ALPO 1976;;;;Astrònom;Itàlia;italià;18;18è segle;Perinaldo;1709;París;1788;Ajudant de Jacques Cassini. Treballs sobre l'astronomia de posició i la mecànica celest.;36.06476465;36 ° 4 '  Est;15.6047697;15 ° 36 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;309;1a4 / 3f6 / 4f1;328N/C 131N/C 135N/C 143C;;IV-073-H3 IV-078-H3;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Maraldi D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Base circular. Sobre una cadena de cúpules orientada NO/SE..;3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;100;100 mm refractor;200 mm reflector
Maraldi D 2;Cúpula;No determinat;Cúpula de Maraldi D n° 2;ALPO 1976;;;;Astrònom;Itàlia;italià;18;18è segle;Perinaldo;1709;París;1788;Ajudant de Jacques Cassini. Treballs sobre l'astronomia de posició i la mecànica celest.;36.49631582;36 ° 30 '  Est;17.57776743;17 ° 35 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;309;1a4 / 3f6 / 4f1;328N/C 131N/C 135N/C 143C;;IV-073-H3 IV-078-H3;14;14;39.941;8.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;Vora dels cràters Maraldi D i Maraldi E;Volcà;Vulcanisme extrusiu;Descripció ALPO : Turons volcànics en forma de cons. Múltiples cràters-pou al cim, un de gran. Sembla presentar colades de lava i barrancades en els flancs.;4;Formació excepcional.;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Maraldi G 1;Cúpula;No determinat;Cúpula de Maraldi G n° 1;ALPO 1976;;;;Astrònom;Itàlia;italià;18;18è segle;Perinaldo;1709;París;1788;Ajudant de Jacques Cassini. Treballs sobre l'astronomia de posició i la mecànica celest.;35.18594804;35 ° 11 '  Est;20.42616285;20 ° 26 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;309;1a4 / 3f6 / 4f1;328N/C 131N/C 135N/C 143C;;IV-073-H3 IV-078-H3;18;18;40.066;10.9;1100;3333;0.061111111;--------------------------^-------------------------;Maraldi g;Volcà;Vulcanisme extrusiu;Descripció ALPO : Base triangular. Pendents abruptes. Antic volcà amb detalls múltiples i cràters-pou al cim.;4;Formació excepcional.;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Maraldi M 1;Cúpula;No determinat;Cúpula de Maraldi M n° 1;ALPO 1976;;;;Astrònom;Itàlia;italià;18;18è segle;Perinaldo;1709;París;1788;Ajudant de Jacques Cassini. Treballs sobre l'astronomia de posició i la mecànica celest.;37.68732379;37 ° 41 '  Est;17.51767534;17 ° 31 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;309;1a4 / 3f6 / 4f1;328N/C 131N/C 135N/C 143C;;IV-073-H3 IV-078-H3;7;7;39.876;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Maraldi M;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Forma arrodonida.;3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Marius 1;Cúpula;No determinat;Cúpula de Marius n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-51.5792666;51 ° 35 '  Oest;8.916796253;8 ° 55 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;15;10;39.822;6.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Volcà;Vulcanisme extrusiu;Descripció ALPO : Perfil baix.Platicúrtic.Forma irregular. Gran cràter-pou al cim.;4;Formació excepcional.;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 10;Cúpula;No determinat;Cúpula de Marius n° 10;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-53.59255144;53 ° 36 '  Oest;11.0111488;11 ° 1 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;4;6;39.905;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius 11;Cúpula;No determinat;Cúpula de Marius n° 11;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.53905535;52 ° 32 '  Oest;11.06952497;11 ° 4 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Marius;Volcà;Vulcanisme extrusiu;Descripció ALPO : Oval.Petit cràter-pou al cim.;4;Formació excepcional.;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius 12;Cúpula;No determinat;Cúpula de Marius n° 12;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-51.99622883;51 ° 60 '  Oest;11.1863123;11 ° 11 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;9;9;39.938;5.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Cúpula amb pendents abruptes. ;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 13;Cúpula;No determinat;Cúpula de Marius n° 13;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.37728566;52 ° 23 '  Oest;11.1863123;11 ° 11 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;9;9;39.938;5.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Cúpula amb pendents abruptes. ;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 14;Cúpula;No determinat;Cúpula de Marius n° 14;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.48814772;52 ° 29 '  Oest;11.24472359;11 ° 15 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;2;2;39.845;1.2;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oval i pla.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;150;150 mm refractor;300 mm reflector
Marius 15;Cúpula;No determinat;Cúpula de Marius n° 15;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-54.01026952;54 ° 1 '  Oest;13.12051328;13 ° 7 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pla i circular.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 16;Cúpula;No determinat;Cúpula de Marius n° 16;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.40870945;52 ° 25 '  Oest;13.65057667;13 ° 39 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;9;5;39.938;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petit. Allargada N/S. Pendents abruptes.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 17;Cúpula;No determinat;Cúpula de Marius n° 17;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-50.97752188;50 ° 59 '  Oest;13.94556868;13 ° 57 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;10;3;6.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oblong. Hemisfèrica. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 18;Cúpula;No determinat;Cúpula de Marius n° 18;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.13562581;52 ° 8 '  Oest;14.0046121;14 ° 0 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;7;4;39.876;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix. Allargada N/S. Hemisfèrica. Pendents suaus.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 19;Cúpula;No determinat;Cúpula de Marius n° 19;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-49.95369476;49 ° 57 '  Oest;14.24093831;14 ° 14 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;3;3;40.026;1.8;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius 2;Cúpula;No determinat;Cúpula de Marius n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.34094491;52 ° 20 '  Oest;9.845966249;9 ° 51 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;3;6;40.026;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Sobre una dorsal.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius 20;Cúpula;No determinat;Cúpula de Marius n° 20;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-53.68383068;53 ° 41 '  Oest;14.24093831;14 ° 14 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pendents suaus.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 21;Cúpula;No determinat;Cúpula de Marius n° 21;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-53.42992498;53 ° 26 '  Oest;14.65510802;14 ° 39 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;4;4;39.905;2.4;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Plat i circular. Pendents suaus. A l'est d'una ranura estreta.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius 22;Cúpula;No determinat;Cúpula de Marius n° 22;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-50.08218667;50 ° 5 '  Oest;14.95142225;14 ° 57 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Allargada N/S. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 23;Cúpula;No determinat;Cúpula de Marius n° 23;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-53.2022729;53 ° 12 '  Oest;15.12940687;15 ° 8 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pendents suaus.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 3;Cúpula;No determinat;Cúpula de Marius n° 3;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-50.78865835;50 ° 47 '  Oest;10.02046955;10 ° 1 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;6;6;39.967;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Allargada N/S.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 4;Cúpula;No determinat;Cúpula de Marius n° 4;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-50.26291358;50 ° 16 '  Oest;10.54455032;10 ° 33 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;8;8;40.06;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Hemisfèrica. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 5;Cúpula;No determinat;Cúpula de Marius n° 5;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-51.38346699;51 ° 23 '  Oest;10.60283581;10 ° 36 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;6;6;39.967;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 6;Cúpula;No determinat;Cúpula de Marius n° 6;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.32723428;52 ° 20 '  Oest;10.60283581;10 ° 36 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;6;6;39.967;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Volcà;Vulcanisme extrusiu;Descripció ALPO : Perfil baix. Gran cràter-pou al cim.;4;Formació excepcional.;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 7;Cúpula;No determinat;Cúpula de Marius n° 7;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-51.33139609;51 ° 20 '  Oest;10.77775915;10 ° 47 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;7;7;39.876;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix. Pendents suaus.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 8;Cúpula;No determinat;Cúpula de Marius n° 8;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-52.03257988;52 ° 2 '  Oest;10.9527842;10 ° 57 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix. Platicúrtic. Forma irregular.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius 9;Cúpula;No determinat;Cúpula de Marius n° 9;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-53.08856391;53 ° 5 '  Oest;10.9527842;10 ° 57 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;14;14;39.941;8.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Marius;Volcà;Vulcanisme extrusiu;Descripció ALPO : Gran Cúpula complexa. Múltiples cràters-pou al cim.;4;Formació excepcional.;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius A 1;Cúpula;No determinat;Cúpula de Marius A n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-55.107207;55 ° 6 '  Oest;9.904123685;9 ° 54 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;5;12;3;7.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;Marius a;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Allargada N/S. Pendents abruptes. Alineat amb una dorsal.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius B 1;Cúpula;No determinat;Cúpula de Marius B n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-50.99072997;50 ° 59 '  Oest;9.671555142;9 ° 40 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;12;7;39.879;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;Marius b;Volcà;Vulcanisme extrusiu;Descripció ALPO : Allargada N/S. Pendents abruptes. Sobre una dorsal.;4;Formació excepcional.;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Marius C 1;Cúpula;No determinat;Cúpula de Marius C n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-49.84197735;49 ° 51 '  Oest;14.47751219;14 ° 29 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;4;9;39.905;5.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oblong. Potser un pic.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Marius C 2;Cúpula;No determinat;Cúpula de Marius C n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;16;16è segle;Gunzenhausen;1570;Ansbach;1624;Descobridor dels 4 grans satèl·lits de Júpiter independentment de Galileu i inventor dels seus noms. 1er observador occidental de la galàxia d'Andròmeda;-47.85945688;47 ° 52 '  Oest;15.07006214;15 ° 4 '  Nord;Nord-Oest;Part central de l'Oceà de les Tempestes;29;Marius;302;7,00E+005;055N/C 061N/C 067N/C 075N/C 225N/C;;IV-150-H2;3;3;40.026;1.8;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Marius C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;100;100 mm refractor;200 mm reflector
