NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHTKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
ARMINSKI D;Crater;??;Franciszek Arminski;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Polska;Polish;19;19 th century;??;1789;??;1848;??;155,3;155,3 ° East;-15,9;15,9 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;19;19;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ARMINSKI K;Crater;??;Franciszek Arminski;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Polska;Polish;19;19 th century;??;1789;??;1848;??;154,6;154,6 ° East;-17,1;17,1 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;22;22;13;13;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ARRHENIUS P;Crater;??;Svante A. Arrhenius;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;scientist;Sweden;Swedish;20;20 th century;Wijk;1859;Stockholm;1927;Director of Stockholm university in 1897. Director of Nobel institute in 1905. Author of a theory of electrolytes ionization in 1887. Author of panspermia hypothesis in 1900 and of a cosmogonic theory. Chemistry Nobel laureate in 1903. ;-93,5;93,5 ° West;-58,3;58,3 ° South;South-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
ARTEM'EV G;Crater;??;Vladimir A. Artem'ev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1885;??;1962;Scientist involved in the soviet space program.;-142,8;142,8 ° West;10,3;10,3 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;60;60;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ARTEM'EV L;Crater;??;Vladimir A. Artem'ev;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;engineer;USSR;Soviet;20;20 th century;??;1885;??;1962;Scientist involved in the soviet space program.;-143,3;143,3 ° West;8,3;8,3 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;30;30;18;18;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AVICENNA E;Crater;??;Abu Ali Al Husayn Ibn Sina;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;philosophist;Iran;Iranian;11;11th century;Afchana;980;Hamadhan;1037;Doctor of prince Boukhara. Author of medecine cannons. Numerous deseases description and of their treatment. Author of a cosmology based on possible and necessary beings.;-91,1;91,1 ° West;40;40 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
AVICENNA G;Crater;??;Abu Ali Al Husayn Ibn Sina;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;philosophist;Iran;Iranian;11;11th century;Afchana;980;Hamadhan;1037;Doctor of prince Boukhara. Author of medecine cannons. Numerous deseases description and of their treatment. Author of a cosmology based on possible and necessary beings.;-92;92 ° West;39;39 ° North;North-West;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor
AVICENNA R;Crater;??;Abu Ali Al Husayn Ibn Sina;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;philosophist;Iran;Iranian;11;11th century;Afchana;980;Hamadhan;1037;Doctor of prince Boukhara. Author of medecine cannons. Numerous deseases description and of their treatment. Author of a cosmology based on possible and necessary beings.;-100,1;100,1 ° West;38,9;38,9 ° North;North-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
AVOGADRO D;Crater;??;Amedeo (Conte Di Quarengna e Cerreto);Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;chemist;Italy;Italian;19;19 th century;Turino;1776;Turino;1856;Physics professor in Turino university in 1820. Discoverer of atoms number in an atom-gram. Author of  a law on gases density.;169,5;169,5 ° East;64,4;64,4 ° North;North-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;20;20;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BABCOCK H;Crater;??;Harold D. Babcock;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1882;??;1968;??;96,5;96,5 ° East;3;3 ° North;North-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;63;63;37;37;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
BABCOCK K;Craterlet;??;Harold D. Babcock;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;USA;American;20;20 th century;??;1882;??;1968;??;95,2;95,2 ° East;1,2;1,2 ° North;North-East;Not defined;??;;No map or picture;No map or picture;No map or picture;No article;??;10;10;6;6;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation located on librations zone of farside.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
BACKLUND E;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;105,3;105,3 ° East;-15,5;15,5 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BACKLUND L;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;103,5;103,5 ° East;-18,2;18,2 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BACKLUND N;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;102,8;102,8 ° East;-17,8;17,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;18;18;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BACKLUND P;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;102;102 ° East;-18,9;18,9 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BACKLUND R;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;101,5;101,5 ° East;-16,8;16,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;23;23;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BACKLUND S;Crater;??;Oscar A. Backlund;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;Sweden;Swedish;19;19 th century;Karlstad;1846;Poulkovo;1916;Director of Pulkovo observatory in 1895. Survey of celestial mechanic.;100,6;100,6 ° East;-16,8;16,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BALDET J;Crater;??;Francois Baldet;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astronomer;France;French;20;20 th century;??;1885;??;1964;??;-149,5;149,5 ° West;-54,6;54,6 ° South;South-West;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BARBIER D;Crater;??;Daniel Barbier;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astrophysicist;France;French;20;20 th century;Lyon;1907;Manosque;1965;Survey on stellar spectrophotometry. Star spectral classification with D. Chalonge. International observation network of atmosphere luminescence.;160,2;160,2 ° East;-23;23 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;24;24;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BARBIER F;Crater;??;Daniel Barbier;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astrophysicist;France;French;20;20 th century;Lyon;1907;Manosque;1965;Survey on stellar spectrophotometry. Star spectral classification with D. Chalonge. International observation network of atmosphere luminescence.;158,1;158,1 ° East;-23,8;23,8 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;14;14;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BARBIER G;Crater;??;Daniel Barbier;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astrophysicist;France;French;20;20 th century;Lyon;1907;Manosque;1965;Survey on stellar spectrophotometry. Star spectral classification with D. Chalonge. International observation network of atmosphere luminescence.;160,1;160,1 ° East;-24,4;24,4 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BARBIER H;Crater;??;Daniel Barbier;Andersson / Whitaker 1982;Unknown in this period;Unknown in this period;Unknown in this period;astrophysicist;France;French;20;20 th century;Lyon;1907;Manosque;1965;Survey on stellar spectrophotometry. Star spectral classification with D. Chalonge. International observation network of atmosphere luminescence.;160,5;160,5 ° East;-25,3;25,3 ° South;South-East;Not defined;No map;;No map or picture;No map or picture;No map or picture;No article;??;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
