NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
RAYET;Cráter;;George A. P. Rayet;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Francia;Francés;19;Siglo XIX;Bordeaux;1839;Floirac;1906;Director del Observatorio de Bordeaux en 1839. Descubridor de un tipo de estrellas calientes con fuertes líneas de emisión junto con Charles Wolf. Trabajos sobre espectroscopía solar.;114,5;114,5 ° Este;44,7;44,7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-181-M;27;27;16;16;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RAZUMOV;Cráter;;Vladimir V. Razumov;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1890;??;1967;Ideólogo de lanzaderas espaciales.;-114,3;114,3 ° Oeste;39,1;39,1 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H3 V-024-H3;70;70;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RECHT;Cráter;;Albert W. Recht;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1892;??;1962;??;124;124 ° Este;9,8;9,8 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;20;20;12;12;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RESNIK;Cráter;;Judith Arlene Resnik;UAI 1991 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1949;??;1986;Miembro de la lanzadera Challenger accidentada en 1986.;-150,1;150,1 ° Oeste;-33,8;33,8 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;20;20;12;12;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RICCO;Cráter;;Annibale Ricco;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Italia;Italiano;19;Siglo XIX;??;1844;??;1911;??;176,3;176,3 ° Este;75,6;75,6 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;65;65;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RICHARDS;Cráter;;Theodore William Richards;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;U.S.A.;Americano;20;Siglo XX;Germantown;1868;Cambridge;1928;Trabajos sobre electroquímica, termoquímica y termodinámica. Determinación de la masa atómica de los isótopos. Premio Nobel en 1914.;140,1;140,1 ° Este;7,7;7,7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;16;16;9;9;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RICHARDSON;Cráter;;Sir Owen Willans Richardson;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Dewsbury;1879;Alton;1959;Autor de leyes sobre la emisión de electrones por los metales calentados en 1901, base de los tubos electrónicos. Premio Nobel en 1928.;100,5;100,5 ° Este;31,1;31,1 ° Norte;Norte-Este;;III;Mare Marginis;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;141;141;83;83;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
RIEDEL;Cráter;;Klaus Riedel;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;Alemania;Alemán;20;Siglo XX;??;1907;??;1944;Ideólogo de cohetes.;-139,6;139,6 ° Oeste;-48,9;48,9 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;47;47;28;28;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RIMA SIEGFRIED;Fisura;;Segundo nombre alemán;UAI 1976 ?;Desconocido;Desconocido;Desconocido;;;;;;;;;;;103;103,0 ° Est;-25,9;25,9 ° Sud;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;14;4;8;2;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RIMA GOLITSYN;Fisura;;Boris B. Golitsyn;UAI 1985 ?;Desconocido;Desconocido;Desconocido;Físico;Rusia;Ruso;19;Siglo XIX;??;1862;??;1916;??;-105;105,0 ° Oeste;25,1;25,1 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;36;10;21;6;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RITTENHOUSE;Cráter;;David Rittenhouse;UAI 19XX ?;Desconocido;Desconocido;Desconocido;Inventor;U.S.A.;Americano;18;Siglo XVIII;??;1732;??;1796;??;106,5;106,5 ° Este;-74,5;74,5 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;26;26;15;15;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RITZ;Cráter;;Walther Ritz;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Suiza;Suizo;20;Siglo XX;Sitten;1878;Göttingen;1909;Métodos sobre la resolución de ecuaciones diferenciales. Trabajos sobre los elementos de los rayos infrarrojos.;92,2;92,2 ° Este;-15,1;15,1 ° Sur;Sur-Este;;IV;Curie;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;51;51;30;30;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
ROBERTS;Cráter;;Alexander W. Roberts;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;República de Sudáfrica;Sudafricano;20;Siglo XX;??;1857;??;1938;??;-174,5;174,5 ° Oeste;71,1;71,1 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-029-M;89;89;52;52;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ROBERTSON;Cráter;;Howard P. Robertson;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;20;Siglo XX;??;1903;??;1961;??;-105,2;105,2 ° Oeste;21,8;21,8 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H2;88;88;52;52;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ROCHE;Cráter;;Edouard A. Roche;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Francia;Francés;19;Siglo XIX;Montpellier;1820;Montpellier;1883;Numerosos trabajos sobre el Solar Sistema y los planetas. Descubridor del límite de destrucción de un satélite a causa de las fuerzas gravitatorias producidas por su planeta.;136,5;136,5 ° Este;-42,3;42,3 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;160;160;94;94;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RONTGEN;Cráter;;Wilhelm Conrad Röntgen;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;19;Siglo XIX;Lennep;1845;Munich;1923;Director del Instituto de Física de Munich en 1900. Descubridor de los rayos X en 1895. Premio Nobel en 1901;-91,4;91,4 ° Oeste;33;33 ° Norte;Norte-Oeste;;VIII;Röntgen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;126;126;74;74;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
ROSSELAND;Cráter;;Svein Rosseland;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;Noruega;Noruego;20;Siglo XX;??;1894;??;1985;??;131;131 ° Este;-41;41 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;75;75;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ROWLAND;Cráter;;Henry Augustus Rowland;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;19;Siglo XIX;Homesdale;1848;Baltimore;1901;Descubridor de la equivalencia de las electricidades estática y dinámica. Descubridor del valor mecánico de la caloría. Descubridor de 39 elementos en el espectro solar.;-162,5;162,5 ° Oeste;57,4;57,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-029-M V-028-H3 V-039-M;171;171;101;101;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ROZHDESTVENSKIY;Cráter;;Dmitriy S. Rozhdestvenskiy;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.R.S.S.;Soviético;20;Siglo XX;??;1876;??;1940;??;-155,4;155,4 ° Oeste;85,2;85,2 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-029-M V-008-M;177;177;104;104;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RUMFORD;Cráter;;Benjamin Thompson Count Rumford;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;19;Siglo XIX;Woburn;1753;Auteuil;1814;Inventor del calorímetro de agua y de un fotómetro. Numerosos trabajos sobre las propiedades del agua. ;-169,8;169,8 ° Oeste;-28,8;28,8 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;61;61;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
RUTHERFORD;Cráter;;Sir Ernest Rutherfrd de Nelson;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Nelson;1871;Cambridge;1937;Numerosos trabajos sobre radioactividad y transmutaciones. Descubridor de las partícular alpha en 1906. Determinación de la masa del neutrón. Presidente de la Royal Society on 1925. Premio Nobel de química en 1908.;137;137 ° Este;10,7;10,7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-136-H1 IV-131-H1 IV-118-H3 IV-130-H3;13;13;8;8;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;30;No observable;No observable
RYDBERG;Cráter;;Johannes R. Rydberg;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Físico;Suecia;Sueco;19;Siglo XIX;Halmstad;1854;Lund;1919;;-96,3;96,3 ° Oeste;-46,5;46,5 ° Sur;Sur-Oeste;;VI;Hausen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;49;49;29;29;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;999;Prismáticos de 10x;Refractor de 50 mm
RYNIN;Cráter;;Nikolaj A. Rynin;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1877;??;1942;Ideólogo de lanzaderas espaciales.;-103,5;103,5 ° Oeste;47;47 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-006-H1 V-008-M V-015-H3;75;75;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SAENGER;Cráter;;Eugen Saenger;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;Alemania;Alemán;20;Siglo XX;??;1905;??;1964;Ideólogo de cohetes.;102,4;102,4 ° Este;4,3;4,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;75;75;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SAHA;Cráter;;Meghnad Saha;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;India;Hindú;20;Siglo XX;Dacca;1893;Nueva Delhi;1956;Autor en 1920 de una ley sobre el equilibrio entre iones y átomos. Classification de las estrellas de acuerdo a su tipo espectral.;102,7;102,7 ° Este;-1,6;1,6 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-196-M II-196-H1;99;99;58;58;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SANFORD;Cráter;;Roscoe F. Sanford;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1883;??;1958;??;-138,9;138,9 ° Oeste;32,6;32,6 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-032-M V-028-H2 V-031-M V-032-H3 V-031-H3;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SAPPHO;Cráter;;Sappho;UAI 1988 ?;Desconocido;Desconocido;Desconocido;Poeta;Grecia;Griego;-6;Siglo VI A. DE C.;Lesbos;??;Lesbos;??;Autor de poemas muy famosos en la antigüedad.;133,2;133,2 ° Este;-25;25 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;28;28;16;16;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SARTON;Cráter;;George A. L. Sarton;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Historiador;Bélgica;Belga;20;Siglo XX;??;1884;??;1956;Especializado en sciences history.;-121,1;121,1 ° Oeste;49,3;49,3 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-008-M V-025-H1 V-024-H3;69;69;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCALIGER;Cráter;;Joseph J. Scaliger;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Historiador;Francia;Francés;16;Siglo XVI;??;1540;??;1609;??;108,9;108,9 ° Este;-27,1;27,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;III-121-M;84;84;49;49;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHAEBERLE;Cráter;;John Martin Schaeberle;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;19;Siglo XIX;Wurtemberg;1853;Ann Arbor;1924;;-98,1;98,1 ° Oeste;44,8;44,8 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;62;62;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
SHERRINGTON;Cráter;;Sir Charles Scott Sherrington;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Fisiólogo;Reino Unido;Británico;20;Siglo XX;Londres;1857;Estebourne;1952;Famoso constructor astronómico. Pionero de la astrofotografía. Descubridor de 2 cometas en 1880 y 1881. ;117,2;117,2 ° Este;-26,2;26,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;III-121-M;62;62;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHJELLERUP;Cráter;;H. C. Schjellerup;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Dinamarca;Danés;19;Siglo XIX;??;1827;??;1887;Descubridor de cometas.;157,1;157,1 ° Este;69,7;69,7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;97;97;57;57;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHLESINGER;Cráter;;Frank Schlesinger;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;Nueva York;1871;Lyme;1943;Autor del General Catalog of Stellar Parallaxes desde 1924. Uno de los fundadores de la IAU y presidente en 1932.;-138,6;138,6 ° Oeste;47,4;47,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-028-H3 V-029-H1;80;80;47;47;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHLIEMANN;Cráter;;Heinrich Schliemann;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Arqueólogo;Alemania;Alemán;19;Siglo XIX;??;1822;??;1890;Famoso por descubrir las ruinas de Troya.;155,2;155,2 ° Este;-2,1;2,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-115-M I-116-M;54;54;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHNELLER;Cráter;;Herbert Schneller;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Alemania;Alemán;20;Siglo XX;??;1901;??;1967;??;-163,6;163,6 ° Oeste;41,8;41,8 ° Norte;Norte-Oeste;;VIII;Röntgen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-039-M V-039-H3 V-039-H2;25;25;15;15;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHONFELD;Cráter;;Eduard Schönfeld;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Alemania;Alemán;19;Siglo XIX;??;1828;??;1891;??;132,4;132,4 ° Este;-75;75 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-021-M IV-082-M IV-008-M V-021-H2;312;312;184;184;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHRODINGER;Cráter;;Erwin Schrödinger;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Austria;Austriaco;20;Siglo XX;Viena;1887;Viena;1961;Autor de ecuaciones fundamentales de física cuántica en 1926. Premio Nobel en 1933.;146,5;146,5 ° Este;4,2;4,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-115-M I-116-M;108;108;64;64;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHUSTER;Cráter;;Sir Arthur Schuster;UAI 1964 ?;Desconocido;Desconocido;Desconocido;Físico;Reino Unido;Británico;20;Siglo XX;Frankfurt;1851;Yeldall;1934;Determination de la naturaleza de los rayos catódigos en 1890. Numerosos trabajos sobre magnetismo terrestre, física solar y espectroscopía.;121,2;121,2 ° Este;70,1;70,1 ° Norte;Norte-Este;;II;Nansen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;212;212;125;125;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCHWARZSCHILD;Cráter;;Karl Schwarzschild;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;Alemania;Alemán;20;Siglo XX;Frankfurt;1873;Potsdam;1916;Pionero de la fotometría estelar con fotografía. Primera solución de ecuaciones de relatividad general en 1916. Inventor del concepto del agujero negro.;-148,9;148,9 ° Oeste;-31,1;31,1 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SCOBEE;Cráter;;Francis Richard Scobee;UAI 1973 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1939;??;1986;Miembro de la lanzadera Challenger accidentada en 1986.;145,8;145,8 ° Este;73,5;73,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;110;110;65;65;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SEARES;Cráter;;Frederick H. Seares;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1873;??;1964;??;-142,6;142,6 ° Oeste;-7,1;7,1 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-028-M V-030-H3;62;62;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SECHENOV;Cráter;;Ivan M. Sechenov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Fisiólogo;Rusia;Ruso;19;Siglo XIX;??;1829;??;1905;??;127,7;127,7 ° Este;47,1;47,1 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-158-M;17;17;10;10;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SEGERS;Cráter;;Carlos Segers;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Argentina;Argentino;20;Siglo XX;??;1900;??;1967;??;152,2;152,2 ° Este;-32,8;32,8 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;62;62;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SEIDEL;Cráter;;Ludwig Philipp Von Seidel;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Alemania;Alemán;19;Siglo XIX;Zweilbrücken;1821;Munich;1896;Aplicación de las probabilidades a los trabajos de fotometría de Steinheil. ;114,6;114,6 ° Este;29,1;29,1 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-181-M;110;110;65;65;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
SEYFERT;Cráter;;Carl Keenan Seyfert;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;U.S.A.;Americano;20;Siglo XX;??;1911;??;1960;Descubridor de un tipo de galaxia con núcleo activo en 1943.;122,4;122,4 ° Este;7,5;7,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;15;15;9;9;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
