NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;
TYNDALL;AA352009S1176442;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;John Tyndall;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Ireland;Irish;19;19 th century;Leighlin Bridge;1820;Hindhead;1893;Numerous works on thermical emission light rays and gases conductibility. ;117.64421;117.64421;117 ° 39 ' East;-35.200945;35.201° South;Farside;South-East;Not determined;18;18;10.4;2608;0.124548299173025;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
UKERT;AA77084N13660;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Friedrich A. Ukert;Mädler (1837);01/01/1935 00:00:00;Stratti;Mons Pangaeus;Not named;Historian and philologist;Germany;German;19;19 th century;?;1780;?;1851;?;1.36601;1.36601;1 ° 22 ' East;7.708361;7.708° North;Nearside;North-East;Moon disk center;23;23;10.8;2636;0.12144378158584;Circular formation.;;Steep slopes bearing Ukert B & A to the North Ukert M & N to the East and Ukert D to the South-West.;High walls with light terraces.;Flat floor. Central mountain and line of North South oriented radial crest.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;
ULUGH BEIGH;AA326682N2780435;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Period source not found;No details;Mehmet Turgay Ulug Beg;Mädler (1837);01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Arabia;Arabian;15;15 th century;Soltaniyyé;1394;Samarkand;1449;Creator of the observatory of Samarkand. King of Transoxiane in 1447.;-81.956537;278.043463;81 ° 57 ' West;32.668241;32.668° North;Librations zone;North-West;Moon North-West limb;55;55;28.5;3526;0.061820286922153;Situated in the zone of librations. Deformed formation.;;Slightly steep slopes.;Slightly high walls damaged to the North.;Flat floor filled with lava. Central mountain.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;
UREY;AA279335N874286;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms and Byrne / 2009;No details;Harold C. Hurey (ex Rayleigh A);?;01/01/1985 00:00:00;Not named;Not named;Not named;Chemist;U. S. A.;American;20;20 th century;?;1893;?;1981;?;87.428602;87.428602;87 ° 26 ' East;27.933502;27.934° North;Librations zone;North-East;Moon East-North-East limb;38;38;19.6;3151;0.080222715864791;Circular formation situated in the zone of librations jammed between Rayleigh and Liapunov.;Formerly Rayleigh A ;Fairly steep slopes.;Fairly high walls.;Flat floor with central relief.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;
VAISALA;AA259025N3121025;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;Yrjo Väisälä (ex Aristarchus A);?;01/01/1973 00:00:00;Not named;Not named;Not named;Astronomer;Finland;Finnish;20;20 th century;?;1891;?;1971;?;-47.897541;312.102459;47 ° 54 ' West;25.902546;25.903° North;Nearside;North-West;Aristarchus crater region;8;8;4;1625;0.200148173706366;Circular formation with bowl shape.;Formerly Aristarchus A;Slightly steep slopes bearing a craterlet to the East.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;
VALERA;AA383001N3250011;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Male name Valery of Latin origin in Russian diminutive form.;IAU;14/06/2012 00:00:00;Not known;Not known;Not known;?;Europe;Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-34.998871;325.001129;34 ° 60 ' West;38.300056;38.300° North;Nearside;North-West;Sinus Iridum;0.1;0.1;0;19;0.191538495307339;Geological formation on the Luna17 landing site.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;999;Not observable;Not observable;
VALIER;AA66548N1742643;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Max Valier;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;engineer;Germany;German;20;20 th century;?;1895;?;1930;Rockets conceiver.;174.264252;174.264252;174 ° 16 ' East;6.654845;6.655° North;Farside;North-East;Not determined;67;67;32.5;3668;0.056388945280753;Not observable;Possibly Lower Imbrian ;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VALLIS ALPES;VA492088N36314;IAU Named formation;VA;Valley;Not determined;Extension tectonism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of Alps;Neison (1874);01/01/1961 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;3.631381;3.631381;3 ° 38 ' East;49.20878;49.209° North;Nearside;North-East;Moon North limb;130;11;0;Unknown height.;Unknown height. Impossible calculation.;South-West  North-East oriented immense fault. Raised cliffs on each side. Rectilinear 700 m width rille on the floor.;;Not described in this VMA version.;;;4;Exceptional formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;
VALLIS BAADE;VA455533S2827702;IAU Named formation;VA;Valley;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of Baade - Walter Baade;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;20;20 th century;Schr?ttinghausen;1893;G?ttingen;1960;Specialist of galaxies. Discoverer of 2 types of stellar populations. Study on Cepheides. Discoverer of asteroid Icare and Hidalgo.;-77.229827;282.770173;77 ° 14 ' West;-45.553348;45.553° South;Nearside;South-West;Moon South-West limb;160;28;0;Unknown height.;Unknown height. Impossible calculation.;Rectilinear little marked depression parallel to Vallis Inghirami.;;Not described in this VMA version.;;;2;Pretty interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor;
VALLIS BOHR;VA102489N2711381;IAU Named formation;VA;Vallis valles;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of Bohr – Niels Henrik David Bohr;IAU;01/01/1976 00:00:00;Not known;Not known;Not known;Physicist;Danmark;Danish;20;20 th century;Copenhague;1885;Copenhague;1962;Theory of the structure of the atom in 1913.  Numerous controversies with Einstein.  Nobel Price in 1922.;-88.861878;271.138122;88 ° 52 ' West;10.248944;10.249° North;Librations zone;North-West;Vasco da Gama;95.3219;95.3219;0;Unknown height.;Unknown height. Impossible calculation.;Craterlets chain oriented North-South on the West slope of Bohr.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;14;Full Moon;Six days after Last Quarter;30;10x binoculars;50 mm refractor;
VALLIS BOUVARD;VA384497S2776796;IAU Named formation;VA;Valley;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of Bouvard _ Alexis Bouvard;Mädler (1837);01/01/1970 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;France;French;19;19 th century;Les Contamines;1767;Paris;1843;Director of the Observatory of Paris. Member of the French Academy of Sciences in 1803. Discoverer of 8 comets and of their orbital elements.;-82.320385;277.679615;82 ° 19 ' West;-38.449661;38.450° South;Librations zone;South-West;Moon South-West limb;280;280;0;Unknown height.;Unknown height. Impossible calculation.;Rectilinear little marked formation situated in the zone of librations.;;Flat slopes.;Slightly high walls.;Flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;
VALLIS CAPELLA;VA73918S350385;IAU Named formation;VA;Valley;Not determined;Not determined;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Capella - Martianus Capella;?;01/01/1984 00:00:00;Not named;Not named;Not named;Lawyer;Carthage;Carthagian;5;5 th century;Carthage?;?;?;?;Author of a theory where Venus and Mercury turn around the Sun. Inspirer of Copernic.;35.038472;35.038472;35 ° 2 ' East;-7.391784;7.392° South;Nearside;South-East;Theophilus crater North-East region;110;11;0;Unknown height.;Unknown height. Impossible calculation.;Composed of an alignment of craters more or less well marked.;;South-East North-West oriented.;Crosses the crater Capella.;;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;
VALLIS CHRISTEL;VA245441N110814;IAU Named formation;VA;Vallis valles;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of Christel - German female name (Part of Aratus CA).;IAU;01/01/1976 00:00:00;Not known;Not known;Not known;?;Europe;Germany;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;11.081438;11.081438;11 ° 5 ' East;24.544104;24.544° North;Nearside;North-East;Mare Serenitatis;2.10018;2.10018;0;Unknown height.;Unknown height. Impossible calculation.;Triangular Valley oriented towards West and continuing Vallis Krishna.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;7;First Quarter;Six days after Full Moon;150;150 mm reflector;300 mm reflector;
VALLIS INGHIRAMI;VA439470S2874103;IAU Named formation;VA;Valley;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of  Inghirami - Giovanni Inghirami;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Italy;Italian;19;19 th century;?;1779;?;1851;?;-72.589652;287.410348;72 ° 35 ' West;-43.947023;43.947° South;Nearside;South-West;Moon South-West limb;140;22;0;Unknown height.;Unknown height. Impossible calculation.;Rectilinear well marked depression.;;Seems formed by the fusion of several lengthened craters.;Forms a parallel furrow couple with Vallis Baade.;;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor;
VALLIS KRISHNA;VA245023N112632;IAU Named formation;VA;Crater;Craterlet;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of Krishna – Indian Goddess;?;01/01/1976 00:00:00;Not named;Not named;Not named;Mythological character;India;Indian;0;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Incarnation of the god Vishnu. Author of many exploits.;11.263211;11.263211;11 ° 16 ' East;24.502298;24.502° North;Nearside;North-East;South-West part of Mare Serenitatis;3;3;0;Unknown height.;Unknown height. Impossible calculation.;Very lengthened formation West East and situated to the South extremity of Dorsum Owen.;;Slightly steep slopes.;Slightly high walls.;Floor in form of shell of boat.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;100;100 mm reflector;200 mm reflector;
VALLIS PALITZSCH;VA261635S646374;IAU Named formation;VA;Valley;Not determined;Not determined;Nectarian (From -3.92 billions years to -3.85 billions years);Period source not found;No details;Valley of  Palitzsch - Johann G. Palitzsch;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;?;1723;?;1788;Amateur having observed the passage of the Comet of Halley in 1758.;64.63739;64.63739;64 ° 38 ' East;-26.163499;26.163° South;Nearside;South-East;Mare Fecunditatis South edge;110;16;0;Unknown height.;Unknown height. Impossible calculation.;Lengthened formation situated on the South-East slope of Petavius.;;Formed by the South-West North-East alignment of 3 craters whose Palitzsch.;Slightly high walls.;Rounded floor.;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;
VALLIS PLANCK;VA572649S1261559;IAU Named formation;VA;Valley;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of  Plack – Max Karl Ernst Planck;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Germany;German;20;20 th century;Kiel;1858;G?†ttingen;1947;Thermodynamics specialist. Quanta inventor and quantic mechanics father on 1900. Nobel laureate on 1918. ;126.155869;126.155869;126 ° 9 ' East;-57.264891;57.265° South;Farside;South-East;Not determined;451;10;0;Unknown height.;Unknown height. Impossible calculation.;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VALLIS RHEITA;VA425126S516540;IAU Named formation;VA;Valley;Not determined;Multiple meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Rheita - Anton Maria Schyrlaeus von Rheita;?;01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Czecoslovaquia;Czech;17;17 th century;Bohéme;1597;Ravenne;1660;Manufacturer of the telescope of Kepler and author of a lunar map in 1645.;51.654037;51.654037;51 ° 39 ' East;-42.512564;42.513° South;Nearside;South-East;Vallis Rheita region;500;500;0;Unknown height.;Unknown height. Impossible calculation.;Isolated formation with a bowl shape.;South-East North-West oriented and lengthened formation.;Composed of an alignment of several closely overlapped craters.;Begins to the level of Young.;Linked to the birth of Mare Nectaris.;4;Exceptional formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;
VALLIS SCHRODINGER;VA665185S1048808;IAU Named formation;VA;Valley;Not determined;Not determined;Formation period not found;Period source not found;No details;Valley of Schrödinger – Erwin Schrödinger;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Austria;Austrian;20;20 th century;Vienna;1887;Vienna;1961;Author of one of the fundamental equations of quantic physics on 1926. Nobel laureate on 1933.;104.880753;104.880753;104 ° 53 ' East;-66.518492;66.518° South;Farside;South-East;Not determined;310;10;0;Unknown height.;Unknown height. Impossible calculation.;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VALLIS SCHROTERI;VA261555N3084195;IAU Named formation;VA;Rille;Not determined;Extrusive volcanism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Valley of  Schröter - Johan H. Schröter;?;01/01/1961 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;18;18 th century;?;1745;?;1816;Selenographe.  Specialist of grooves and the dorsal.;-51.580524;308.419476;51 ° 35 ' West;26.155526;26.156° North;Nearside;North-West;Aristarchus crater region;160;10;0;Unknown height.;Unknown height. Impossible calculation.;Remarkable rille. Directs to the North then turn to the West. Width varying 6 to 10 km decreasing to 500 m to its West extremity.;;Begins to 25 km to the North of Herodotus by a lengthened craterlet called 'the Head of Cobra'. Floor covered by a 200 m wide rille.;;;4;Exceptional formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;
VALLIS SNELLIUS;VA309262S578382;IAU Named formation;VA;Valley;Not determined;Multiple meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years) ?;Period source not found;No details;Valley of  Snellius - Willebrord van Roijen Snell (dit Snelli;?;01/01/1964 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;Netherlands;Dutch;17;17 th century;Leyde;1591;Leyde;1626;Inventor of a method of measure of the terrestrial meridian by triangulation. Author of the law on the refraction of the light.;57.838197;57.838197;57 ° 50 ' East;-30.92621;30.926° South;Nearside;South-East;Mare Fecunditatis South edge;500;22;0;Unknown height.;Unknown height. Impossible calculation.;Lengthened formation situated on North-West and South-East slopes of Snellius.;;The most long lunar valley.;Composed by an alignment of crater more or less marked oriented South-East North-West.;Seems to result from the impact having created Mare Nectaris.;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;
VAN ALBADA;AA93607N643545;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Gale B. van Albada (ex Auzout A);?;01/01/1976 00:00:00;Not named;Not named;Not named;Astronomer;Netherlands;Dutch;20;20 th century;?;1912;?;1972;?;64.354505;64.354505;64 ° 21 ' East;9.360698;9.361° North;Nearside;North-East;Moon East limb;22;22;11.4;2679;0.116925836067006;Circular formation situated on the South slopes of Auzout.;;Fairly steep slopes.;Slightly high walls supporting a craterlet to the East.;Flat floor filled with lava.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor;
VAN BIESBROECK;AA287664N3144128;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;George A. van Bisbroeck (ex Krieger B);?;01/01/1976 00:00:00;Not named;Not named;Not named;Astronomer;U. S. A.;American;20;20 th century;?;1880;?;1974;Discoverer of a close star with great proper movement.;-45.58724;314.41276;45 ° 35 ' West;28.766353;28.766° North;Nearside;North-West;Region between Oceanus Procellarum and Mare Imbrium;10;10;4.5;1819;0.200371952364899;Circular formation with bowl shape and overlapping the South wall of Krieger.;;Slightly steep slopes.;Slightly high walls.;Rounded floor;1;Low interest or difficult formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;
VAN DE GRAAFF;AA270413S1720080;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Robert Jemison Van de Graaff;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Tuscaloosa;1901;Boston;1967;Inventor of a particles accelerator type on 1930. Author of numerous works in nuclear physics.;172.007972;172.007972;172 ° 0 ' East;-27.041346;27.041° South;Farside;South-East;Not determined;233;233;120.2;5437;0.022611997418228;Not observable;Maybe Nectarian double impact;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN DEN BERGH;AA309096N2007919;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;G. Van den Bergh;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;?;1890;?;1966;?;-159.208077;200.791923;159 ° 12 ' West;30.909592;30.910° North;Farside;North-West;Not determined;42;42;21.7;3248;0.074809252472861;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN DEN BOS;AA52602S1459537;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Willem Hendrik van den Bos;IAU 1970 ?;01/01/1979 00:00:00;Not known;Not known;Not known;astronomer;South Africa Republic;South African;20;20 th century;?;1896;?;1974;?;145.953654;145.953654;145 ° 57 ' East;-5.260232;5.260° South;Farside;South-East;Not determined;22;22;12.5;2756;0.109486997557612;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN DER WAALS;AA435564S1199806;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Johannes Diderik Van der Waals;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;physicist;Netherlands;Dutch;20;20 th century;Leyde;1837;Amsterdam;1923;Author of a law on fluids states on 1880. Author of a dynamical theory of capillarity. Nobel laureate on 1910.;119.980598;119.980598;119 ° 59 ' East;-43.556449;43.556° South;Farside;South-East;Not determined;104;104;56.6;4336;0.038247785418007;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN GENT;AA154217N1602707;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;H. Van Gent;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;?;1900;?;1947;?;160.27073;160.27073;160 ° 16 ' East;15.421713;15.422° North;Farside;North-East;Not determined;43;43;22.1;3269;0.073686001059465;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN MAANEN;AA360319N1281776;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Adriaan Van Maanen;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;?;1884;?;1946;Discoverer of a high speed star in constellation;128.177581;128.177581;128 ° 11 ' East;36.031934;36.032° North;Farside;North-East;Not determined;60;60;23.2;3314;0.071395955226423;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN RHIJN;AA524668N1463678;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Pieter J. van Rhijn;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;?;1886;?;1960;?;146.367816;146.367816;146 ° 22 ' East;52.466826;52.467° North;Farside;North-East;Not determined;46;46;23;3308;0.0716768158916;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN SERG;LF202000N308000;IAU Named formation;LF;Landing site name;Not determined;Not appliable;Formation period not found;Period source not found;No details;Astronaut-named feature - Apollo 17 site.;IAU;01/01/1973 00:00:00;Not known;Not known;Not known;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;30.8;30.8;30 ° 48 ' East;20.2;20.200° North;Nearside;North-East;Macrobius;0.1;0.1;0;19;0.191538495307339;Geological formation on the Apollo 17 landing site.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;5;Five days after New Moon;Four days after Full Moon;999;Not observable;Not observable;
VAN VLECK;AA17738S782015;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms and Byrne / 2009;No details;John M. Van Vleck (ex Gilbert M);?;01/01/1976 00:00:00;Not named;Not named;Not named;Astronomer and mathematician;U. S. A.;American;19;19 th century;?;1833;?;1912;?;78.201479;78.201479;78 ° 12 ' East;-1.773822;1.774° South;Nearside;South-East;Moon East limb;31;31;16.7;3003;0.089717150098553;Circular formation situated on the North-East slope of Gilbert.;Formerly Gilbert M ;Slightly steep slopes bearing Van Vleck V & W to the North-East Weierstrass to the North and Geissler to the South-West.;Slightly high walls.;Flat floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;
VAN WIJK;AA624955S1190565;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Uco Van Wijk;IAU 1976 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;?;1924;?;1966;?;119.056493;119.056493;119 ° 3 ' East;-62.495538;62.496° South;Farside;South-East;Not determined;32;32;15.5;2936;0.094547855795914;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VAN'T HOFF;AA617493N2273178;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Jacobus Henricus Van't Hoff;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;chemist;Netherlands;Dutch;19;19 th century;Rotterdam;1852;Berlin;1911;Inventor of stereochemistry with Le Bel. Assymetical carbon atoms action on ploarized light. Discoverer of cinetical principles of chemical cinetics. Author of a theoty about osmotical pressure. Nobel laureate on 1901.;-132.682247;227.317753;132 ° 41 ' West;61.749323;61.749° North;Farside;North-West;Not determined;92;92;53.6;4264;0.039747634994896;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
VASCO DA GAMA;AA137807N2760614;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Vasco de Gama;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Navigator;Portugal;Portugese;15;15 th century;Sines;1469;Cochin;1524;;-83.938619;276.061381;83 ° 56 ' West;13.78072;13.781° North;Librations zone;North-West;Moon West limb;96;96;46.7;4092;0.04375606456148;Damaged formation situated in the zone of librations.;Partly covered by Imbrian ejecta possibly pre-Nectarian ;Steep slopes bearing numerous craters including Dalton in the North and Vasco da Gama C T & S in the South.;Fairly high walls with terraces.;Flat floor with crests line and central mountain.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;
VASHAKIDZE;AA436533N930137;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Mikhail A. Vashakidze;IAU 1979 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;?;1909;?;1956;?;93.013728;93.013728;93 ° 1 ' East;43.653305;43.653° North;Librations zone;North-East;Not determined;44;44;22.4;3283;0.072974716999712;Circular formation situated in the zone of librations.;Possibly Lower Imbrian ;Not easily observable.;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor;
VASYA;AA383001N3249998;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Russian diminutive form of male name Vasily of Greek origin.;IAU;14/06/2012 00:00:00;Not known;Not known;Not known;?;Europe;Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-35.000244;324.999756;35 ° 0 ' West;38.300056;38.300° North;Nearside;North-West;Sinus Iridum;0.1;0.1;0;19;0.191538495307339;Small craterlet visited by Lunokhod 1 probe.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;999;Not observable;Not observable;
VAUGHAN;AA414100S1881500;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Dorothy Jean Vaughan;IAU 2019;16/10/2019 00:00:00;Not known;Not known;Not known;Mathematician;USA;American;20;20 th century;Kansas City;1910;Hampton;2008;Mathematician at Langley center. Named head of service on 1949. Use of Fortran language on IBM computer for trajectories calculations. Active member for afro-americans rights. Gold Medal of Congress on 2018.;-171.85;188.15;171 ° 51 ' West;-41.41;41 ° 25 ' South;Farside;South-West;On the slope of Maksutov crater;3;3;1.5;Unknown height.;Unknown height. Impossible calculation.;Circular formation with bowl shape.;;Fairly steep slopes.;Fairly steep walls.;Rounded floor.;0;Not observable;999;Not observable;Not observable;999;Not observable;Not observable;
