NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
BREWSTER;AA2327N03469E;2327N03469E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Copernician (From -1.1 billions years to present days) ?;Period source not found;No details;David Brewster (ex R?mer L);?;01/01/1976 00:00:00;Not named;Not named;Not named;Physicist;Scotland;Scottish;19;19 th century;Jedburgh;1781;Melrose;1868;Laws of the polarization by reflection in 1815.  Discoverer of telluric rays in the solar specter in 1834.  Inventor of a electromagnet, of a polarimeter and the kaleidoscope.;34.685732;34.685732;34.686° East;23.269378;23.269° North;Nearside;North-East;North of Mare Tranquillitatis region;25;R?mer;309;1a5 / 3f6 / 4f1 / 4f2;328N 131N/C 135N/C 143N/C;Not described;;12;9,83;11;7;7;4,9;1971;6307,2;0,200531040168485;A________A;1,75072789996754;0;0;0,82572;0,943761292183837;196,6;7,28148148148148;1,5728;8,82764315986828;27,2081377787877;Circular formation with bowl shape.;;Few steep slopes supporting a hill to the North.;Pretty high walls.;Rounded floor.;;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Brewster;Brewster;874;9.83202;23.2693784999074;34.6857320807697;23.4314975738525;23.1072597503662;34.8621959686279;34.5092716217041;LOLA2011;Europe;Scotland;Crater, craters;AA;Macrobius;LAC-43;Adopted by IAU;01/01/1976 00:00:00;;David. Scottish optician (1781-1868).;http://planetarynames.wr.usgs.gov/Feature/874;
BRIANCHON;AA7475N08836W;7475N08836W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Charles Julien Brianchon;Arthur / Whitaker (1963);01/01/1964 00:00:00;Not named;Not named;Not named;Mathematician;France;French;19;19 th century;Svres;1783;Versailles;1864;Pupil of Monge.  Specialist of the geometry.  Memory on curved surfaces of the second degree published in 1808.;-88.364163;271.635837;88.364° West;74.751154;74.751° North;Librations zone;North-West;Moon North limb;3;Plato;405;6 e8;Q2N 237N;Not described;;146;137,26;145;88;88;68,6;4593;14697,6;0,033462412338312;A__________________________________________________________A;0;0;32,98034;9,84750214839758;23,2569454304327;531,065874079876;19,6691064474028;4,24852699263901;195,641673808459;248,773332736948;Situated in the zone of librations. Circular formation.;;Riddled and Few steep slopes of craters.;Pretty high walls crushed by Brianchon B to the South.;Extensive flat floor. Craterlets.;;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;5;Naked eye;10x binoculars;Brianchon;Brianchon;875;137.264;74.7511541823652;271.63583679141;77.0325794219971;72.5053615570068;280.626092910767;263.420900344849;LOLA2011;Europe;France;Crater, craters;AA;Brianchon;LAC-9;Adopted by IAU;01/01/1964 00:00:00;;Charles-Julien. French mathematician (1783-1864).;http://planetarynames.wr.usgs.gov/Feature/875;
BRIDGE;LF2600N00360E;2600N00360E;IAU Named formation;Landing site name;LF;Not determined;Not appliable;Birth period not found;Period source not found;No details;Astronaut-named feature - Apollo 15 site.;IAU;01/01/1973 00:00:00;;;;?;North America;American;;;;;;;;3.600000;3.600000;3.600° East;26.000000;26.000° North;Nearside;North-East;Montes Apenninus;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;0.71;0,69;0.71;0.43;0.43;0,3;134;428,8;0,19527406286195;A__________A;0,016103873076709;0;0;0,05796;0;13,8;0,511111111111111;0,1104;0,31894385230849;2,9260336887206;;Apollo 15;;;;;;;7;First Quarter;Six days after Full Moon;;;;Bridge;Bridge;877;0.71;26.0000000000001;3.60000000000008;26.0000000000001;26.0000000000001;3.60000000000008;3.60000000000008;LOLA2011;North America;American;Landing site name;LF;Montes Apenninus;LAC-41;Adopted by IAU;01/01/1973 00:00:00;;Astronaut-named feature, Apollo 15 site.;http://planetarynames.wr.usgs.gov/Feature/877;
BRIDGMAN;AA4339N13698E;4339N13698E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Percy Williams Bridgman;IAU 1970 ?;Not approved;Not known;Not known;Not known;?;;;;;;;;;;136,98;;;43,39;;;;Not determined;99;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;;81,89;;;;40,9;3931;12579,2;0,048012256738389;A________________________________________A;45,8634757538887;0;18,63951;6,34833635957573;13,1843726231942;362,373710978801;13,4212485547704;2,89898968783041;113,013070888453;161,255816459687;;Younger than Humboldtianum and Moscoviense basins ;;;;Not described;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRIGGS;AA2645N06919W;2645N06919W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Henry Briggs;?;01/01/1935 00:00:00;Not named;Not named;Not named;Mathematician;England;English;17;17 th century;Warleywood;1561;Oxford;1630;Author of a table of 31 000 logarithms to 14 decimals in 1624 and a table of trigonometrical values in 1633.;-69.187266;290.812734;69.187° West;26.452797;26.453° North;Nearside;North-West;Moon West-North-West limb;17;Struve;304;7f8 / 8g2;067N 075N 080N Q2NW 233N 237C 247N/C;MM185;IV-175-H1 IV-174-H3 IV-170-H1 IV-169-H3;36;36,75;37;22;22;18,3;3089;9884,8;0,084059270289242;A______________________A;16,8596295754816;0,727291005988485;6,94825;3,2127906761662;5,46610938920745;200,288619432626;7,41809701602317;1,602308955461;48,2399448838291;82,3050360253307;Circular formation.;;Pretty steep slopes.;Few high walls.;Flat floor. Central mountain. 3 lines of crest.;This bright regular ring-plain, 33 miles in diameter, is situated a short distance N. of Otto Struve A. A long ridge traverses the interior from N. to S. On the E. is another large enclosure, communicating with Otto Struve on the S., and really forming a N. extension of this formation. It has a large and very deep crater, 12 miles in diameter, on its W. border.;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor;Briggs;Briggs;881;36.7534;26.4527967875033;290.812733577406;27.0588283538818;25.8467655181885;291.489553451538;290.135931015015;LOLA2011;Europe;Great Britain;Crater, craters;AA;Seleucus;LAC-38;Adopted by IAU;01/01/1935 00:00:00;;Henry. British mathematician (1561-1630).;http://planetarynames.wr.usgs.gov/Feature/881;
BRISBANE;AA4920S06876E;4920S06876E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Period source not found;No details;Sir Thomas Brisbane;Schmidt (1878);01/01/1935 00:00:00;Not named;Not named;Not named;Political man and astronomer;Scotland;Scottish;19;19 th century;?;1770;?;1860;?;68.756942;68.756942;68.757° East;-49.199724;49.200° South;Nearside;South-East;Moon South-South-East limb;76;Watt;77;16d4;303S Q4E 099C 105C/S 112C/S;Not described;IV-178-H3 IV-184-H3 IV-059-H1 IV-052-H1;45;44,32;45;27;27;22,1;3268;10457,6;0,0737440987285;A__________________________A;21,3031927293414;1,05184745690205;8,90888;3,76724164021154;6,71527595789197;230,0645238055;8,52090828909259;1,840516190444;58,8617421288062;96,3175056071543;Circular formation.;;Few steep slopes supporting Peirescius D to the North and Brisbane E to the South-East.;Few high walls supporting a craterlet to the North-East.;Flat floor.;;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;Brisbane;Brisbane;883;44.3205;-49.1997240810205;68.7569424772093;-48.4689121246338;-49.930534362793;69.8753795623779;67.6385021209717;LOLA2011;Europe;Scotland;Crater, craters;AA;Biela;LAC-128;Adopted by IAU;01/01/1935 00:00:00;;Sir Thomas Makdougall. Scottish astronomer (1773-1860).;http://planetarynames.wr.usgs.gov/Feature/883;
BRONK;AA2590N13467W;2590N13467W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Detlev Wulf Bronk;IAU 1970 ?;Not approved;Not known;Not known;Not known;?;;;;;;;;;;-134,67;;;25,9;;;;Not determined;99;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;;66,16;;;;33;3687;11798,4;0,055731950997167;A__________________________________A;35,1370568831976;0;14,56544;5,295657156768;10,429519690291;309,461414522452;11,4615338712019;2,47569131617962;90,0956018205073;134,820910282288;;;;;;Not described;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRONTE;LF2020N03070E;2020N03070E;IAU Named formation;Landing site name;LF;Not determined;Not appliable;Birth period not found;Period source not found;No details;Astronaut-named feature - Apollo 17 site.;IAU;01/01/1973 00:00:00;;;;?;North America;American;;;;;;;;30.700000;30.700000;30.700° East;20.200000;20.200° North;Nearside;North-East;Macrobius;Not determined;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;0.23;0,21;0.23;0.14;0.14;0,1;40;128;0,19296487581522;A__________A;0,001972780420787;0;0;0,01764;0;4,2;0,155555555555556;0,0336;0,072098626352181;1,07800374916763;;Apollo 17;;;;;;;5;Five days after New Moon;Four days after Full Moon;;;;Bront?�;Bronte;889;0.23;20.2;30.7;20.2;20.2;30.7;30.7;LOLA2011;North America;American;Landing site name;LF;Macrobius;LAC-43;Adopted by IAU;01/01/1973 00:00:00;;Astronaut-named feature, Apollo 17 site.;http://planetarynames.wr.usgs.gov/Feature/889;
BROUWER;AA3582S12475W;3582S12475W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Dirk Brouwer;IAU 1976 ?;Not approved;Not known;Not known;Not known;?;;;;;;;;;;-124,75;;;-35,82;;;;Not determined;99;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;;119,6;;;;59,8;4406;14099,2;0,036843968649326;A______________________________________________________A;73,608480032202;0;28,4064;8,7596184885134;19,9905879650905;479,608544643367;17,7632794312358;3,83686835714693;169,009164155688;221,613874934897;;Partly covered by Orientale ejecta, likely pre-Nectarian, possibly Nectarian: should be shown on Plate 6A, not 7A ;;;;Not described;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BROWN;AA4653S01799W;4653S01799W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Ernest William Brown;IAU  Commission 17 (1935);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;England;English;20;20 th century;Hul;1866;New Haven;1938;Specialist of the celestial mechanics.  Editor of a theory of movements of the Moon.  Discovers in 1926 the irregularity of the terrestrial rotation.;-17.988108;342.011892;17.988° West;-46.527895;46.528° South;Nearside;South-West;Tycho crater region;64;Tycho;100;10e5 / 12a4;027S 029S 183S 191S;Not described;;35;34,03;35;21;21;17;3018;9657,6;0,088701098082337;A______________________A;15,3157116393447;0,625056520597916;6,24377;3,00951384494013;5,02320367454386;189,209823772803;7,00777125084454;1,51367859018242;44,455366647977;77,1603724588776;South-East North-West lengthened and damaged formation.;;Pretty steep slopes supporting many craterlets whose a trio to the South-West.;Few high walls crushed by Brown E to the South-East.;Flat floor.;;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;Brown;Brown;894;34.032;-46.5278950859666;342.011892344636;-45.9687595367432;-47.0910758972168;342.830881118774;341.200624465942;LOLA2011;Europe;Great Britain;Crater, craters;AA;Wilhelm;LAC-111;Adopted by IAU;01/01/1935 00:00:00;;Ernest William. British astronomer, mathematician (1866-1938).;http://planetarynames.wr.usgs.gov/Feature/894;
BRUCE;AA0116N00037E;0116N00037E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Catherine W. Bruce;Krieger / K?nig (1912);01/01/1935 00:00:00;Not named;Not named;Not named;Benefactor;U. S. A.;American;19;19 th century;?;1816;?;1900;Amateur astronomer.  Financed many astronomy schools and observatories of the world.;0.373899;0.373899;0.374° East;1.164151;1.164° North;Nearside;North-East;Moon disk center;33;Triesnecker;286;1g1 / 13f8;003C 174C 179C;Not described;IV-102-H1;7;6,14;7;4;4;3;1225;3920;0,19958952981246;A__________A;0,762919769512478;0;0;0,51576;0,51360949445944;122,8;4,54814814814815;0,9824;4,90188745661784;18,3289643289554;Isolated circular formation with bowl shape.;;Few steep slopes supporting a craterlet to the North.;Few high walls.;Rounded floor.;;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Bruce;Bruce;897;6.14427;1.16415094628128;0.3738993992562;1.26546287536621;1.06283760070801;0.47523307800293;0.272565841674805;LOLA2011;North America;American;Crater, craters;AA;Mare Vaporum;LAC-59;Adopted by IAU;01/01/1935 00:00:00;;Catherine Wolfe. American philanthropist, astronomy patron (1816-1900).;http://planetarynames.wr.usgs.gov/Feature/897;
BRUNNER;AA0986S09091E;0986S09091E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;William O. Brunner;IAU 19XX ?;Not approved;Not known;Not known;Not known;?;;;;;;;;;;90,91;;;-9,86;;;;Not determined;99;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;;50,66;;;;25,3;3402;10886,4;0,067164461027936;A____________________________A;25,174938783038;1,3688052609462;10,55094;4,2206476382769;7,77805138794168;253,990852716782;9,40706861914007;2,03192682173426;67,8465291333759;107,756965264565;;;;;;Not described;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BUCH;AA3890S01768E;3890S01768E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Leopold von Busch;M?dler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Geologist;Germany;German;19;19 th century;Stolpe;1774;Berlin;1853;Author of the deep volcano origin and chains of mountains. Geological map of Germany in 1826.;17.678618;17.678618;17.679° East;-38.899049;38.899° South;Nearside;South-East;Maurolycus crater region;66;Maurolycus;84;14c6;343S 143S 148S 154S 161S;Not described;IV-088-H3 IV-088-H2 IV-095-H2;55;51,31;55;33;33;25,6;3415;10928;0,066568579612875;A______________________________A;25,5790212575578;0;10,71929;4,26663411265589;7,88778599167617;256,398411216923;9,49623745247862;2,05118728973538;68,7718197330608;108,916321792633;Circular formation forming an interesting couple with Busching.;;Pretty steep slopes supporting Busching to the North-East and Busch C to the North.;Few high walls.;Very flat floor supporting the craterlets whose a large to the North.;Adjoins Busching on the S.E. It is about 31 miles in diameter, and has a less broken barrier. There is a large crater on the E. wall, and another smaller one on the S.W. Schmidt shows nothing on the floor, but Neison noted two minute crater-cones.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;Buch;Buch;906;51.3131;-38.8990485615307;17.6786178380642;-38.0529308319092;-39.7451648712158;18.76540184021;16.5918254852295;LOLA2011;Europe;Germany;Crater, craters;AA;Maurolycus;LAC-113;Adopted by IAU;01/01/1935 00:00:00;;Christian Leopold von. German geologist (1774-1853).;http://planetarynames.wr.usgs.gov/Feature/906;
BUFFON;AA4064S13353W;4064S13353W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Nectarian (From -3.92 billions years to -3.85 billions years);Byrne / Personal communication / 2008;No details;Georges Louis Leclercq Comte de Buffon;IAU 1970 ?;Not approved;Not known;Not known;Not known;?;;;;;;;;;;-133,53;;;-40,64;;;;Not determined;99;Not determined;Not determined;Not determined;Not determined;Not described;Not determined;;105,76;;;;52,8;4246;13587,2;0,040151318433362;A________________________________________________A;63,1275722718036;0;24,82184;7,89018006764558;17,4636361930414;437,888667718844;16,2180988044016;3,50310934175075;148,307258807282;199,877916519972;;Partly covered by Imbrian ejecta ;;;;Not described;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BUISSON;AA0147S11295E;0147S11295E;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Birth period not found;Period source not found;No details;Henri Buisson;IAU 1970 ?;01/01/1970 00:00:00;Not known;Not known;Not known;astronomer;France;French;20;20 th century;?;1873;?;1944;?;112.950816;112.950816;112.951° East;-1.467056;1.467° South;Farside;South-East;Not determined;No map;No map;No map or picture;No map or picture;No map or picture;Not described;;56;61,27;56;33;33;30,6;3602;11526,4;0,058804996751026;A__________________________________A;31,9237726366101;0;13,29893;4,9610589448651;9,5855995058904;292,367618601266;10,8284303185654;2,33894094881013;83,0370187394777;126,405294857356;Not observable;;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;Buisson;Buisson;913;61.265;-1.46705620034602;112.950816432536;-0.456859588623047;-2.47725105285645;113.961343765259;111.94029045105;LOLA2011;Europe;France;Crater, craters;AA;Langemak;LAC-83;Adopted by IAU;01/01/1970 00:00:00;;Henri. French physicist, astronomer (1873-1944).;http://planetarynames.wr.usgs.gov/Feature/913;
BULLIALDUS;AA2075S02226W;2075S02226W;IAU Named formation;Crater;AA;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years);Wilhelms / 1987 / Geological history of the Moon table;gabbroic norite;Ismaèl Bouillau;Riccioli (1651);01/01/1935 00:00:00;Medicaei;Insula Creta;Bullialdus;Astronomer and historian;France;French;17;17 th century;?;1605;?;1694;?;-22.263213;337.736787;22.263° West;-20.747710;20.748° South;Nearside;South-West;West part of Mare Nubium;53;Bullialdus;166;9e3 / 9e4;024S 029S 191C/S 201C;MM148;IV-125-H1 IV-125-H2;61;60,72;61;37;37;30,3;3593;11497,6;0,059176816287004;A________________________________A;31,5662490290028;0;13,15648;4,92317969041374;9,49108661425305;290,423224795597;10,7564157331703;2,32338579836478;82,2452591952061;125,452140868593;Isolated circular formation situated on the West bank of Mare Nubium.;;Very steep and tormented slopes supporting the craterlets Bullialdus L to the West Bullialdus E to the South-West and crater Bullialdus A and B to the South.;Very high walls in terraces with sweeter slopes to the South-West.;Few extensive and flat floor with ruins to the South-West. Important central mountain with several summits. Rays.;A noble object, 38 miles in diameter, forming with its surroundings by far the most notable formation on the surface of the Mare Nubium, and one of the most characteristic ring-plains on the moon. It should be observed about the time when the morning terminator lies on the W. border of the Mare Humorum, as at this phase the best view is obtained of the two deep parallel terrace valleys which run round the bright inner slope of the E. wall, of the crater-row against which they abut on the S.E., and of the massive W. _glacis_, with its spurs and depressions. The S. border of Bullialdus has been manifestly modified by the presence of the great ring-plain A, a deep irregular formation with linear walls, which is connected with it by a shallow valley. The rampart of Bullialdus rises about 8000 feet above a concave floor, which sinks some 4000 feet below the Mare on the E. With the exception of the fine compound central mountain, 3000 feet high, there are few details in the interior. On the S., is the fine ring-plain B, connected with the S.E. wall near the crater-row by a well-marked valley, and nearly due E. of B is another, a square-shaped enclosure, C, with a very lofty little mountain on the E. side of it, and a crater on its S. wall. In addition to these features, there are many ridges and surface inequalities, very prominent under oblique illumination.;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor;Bullialdus;Bullialdus;917;60.7188;-20.7477098539254;337.736786859104;-19.7465000152588;-21.7489185333252;338.80731010437;336.666273117065;LOLA2011;Europe;France;Crater, craters;AA;Pitatus;LAC-94;Adopted by IAU;01/01/1935 00:00:00;;Boulliau, Ismael. French astronomer (1605-1694).;http://planetarynames.wr.usgs.gov/Feature/917;
