NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_UK;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
RIMA GOLITSYN;Rille;;Boris B. Golitsyn;UAI 1985 ?;Not known;Not known;Not known;physicist;Russia;Russian;19;19 th century;??;1862;??;1916;??;-105;105,0 ° West;25,1;25,1 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;36;10;21;6;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
RITTENHOUSE;Crater;;David Rittenhouse;UAI 19XX ?;Not known;Not known;Not known;inventor;USA;American;18;18 th century;??;1732;??;1796;??;106,5;106,5 ° East;-74,5;74,5 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
RITZ;Crater;;Walther Ritz;UAI 1970 ?;Not known;Not known;Not known;mathematician;Switzerland;Swiss;20;20 th century;Sitten;1878;Göttingen;1909;Methods for differential equations resolution. Works on infrared rays of elements.;92,2;92,2 ° East;-15,1;15,1 ° South;South-East;;IV;Curie;No map or picture;No map or picture;No map or picture;;;51;51;30;30;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
ROBERTS;Crater;;Alexander W. Roberts;UAI 1970 ?;Not known;Not known;Not known;astronomer;South Africa Republic;South African;20;20 th century;??;1857;??;1938;??;-174,5;174,5 ° West;71,1;71,1 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M;89;89;52;52;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ROBERTSON;Crater;;Howard P. Robertson;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;??;1903;??;1961;??;-105,2;105,2 ° West;21,8;21,8 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-015-H2;88;88;52;52;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ROCHE;Crater;;Edouard A. Roche;UAI 1970 ?;Not known;Not known;Not known;astronomer;France;French;19;19 th century;Montpellier;1820;Montpellier;1883;Numerous works on Solar System and planets. Discoverer of destruction limit of a satllite by tidal forces produced by its planet.;136,5;136,5 ° East;-42,3;42,3 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;160;160;94;94;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
RONTGEN;Crater;;Wilhelm Conrad Röntgen;UAI 1970 ?;Not known;Not known;Not known;physicist;Germany;German;19;19 th century;Lennep;1845;Munich;1923;Director  of Munich Physics Institute on 1900. Discoverer of X rays on 1895. Nobel laureate on 1901;-91,4;91,4 ° West;33;33 ° North;North-West;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;;126;126;74;74;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
ROSSELAND;Crater;;Svein Rosseland;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;Norway;Norwegian;20;20 th century;??;1894;??;1985;??;131;131 ° East;-41;41 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;75;75;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ROWLAND;Crater;;Henry Augustus Rowland;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;19;19 th century;Homesdale;1848;Baltimore;1901;Discoverer of the equivalence of static and dynamic electricities. Discoverer of the mechanical value of calory. Discoverer of  39 elements in the solar spectra.;-162,5;162,5 ° West;57,4;57,4 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M V-028-H3 V-039-M;171;171;101;101;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
ROZHDESTVENSKIY;Crater;;Dmitriy S. Rozhdestvenskiy;UAI 1970 ?;Not known;Not known;Not known;physicist;USSR;Soviet;20;20 th century;??;1876;??;1940;??;-155,4;155,4 ° West;85,2;85,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M V-008-M;177;177;104;104;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
RUMFORD;Crater;;Benjamin Thompson Count Rumford;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;19;19 th century;Woburn;1753;Auteuil;1814;Inventor of the water calorimeter, and of a photometer. Numerous works on water properties. ;-169,8;169,8 ° West;-28,8;28,8 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;61;61;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
RUTHERFORD;Crater;;Sir Ernest Rutherfrd of Nelson;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;Nelson;1871;Cambridge;1937;Numerous works on radioactivity and transmutations. Discoverer of alpha particles on 1906. Determination of neutron mass. President of the  Royal Society on 1925. Nobel laureate in chemistry on 1908.;137;137 ° East;10,7;10,7 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;IV-136-H1 IV-131-H1 IV-118-H3 IV-130-H3;13;13;8;8;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;30;Not observable;Not observable
RYDBERG;Crater;;Johannes R. Rydberg;UAI 1979 ?;Not known;Not known;Not known;physicist;Sweden;Swedish;19;19 th century;Halmstad;1854;Lund;1919;;-96,3;96,3 ° West;-46,5;46,5 ° South;South-West;;VI;Hausen;No map or picture;No map or picture;No map or picture;;;49;49;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;999;x10 binoculars;50 mm refractor
RYNIN;Crater;;Nikolaj A. Rynin;UAI 1970 ?;Not known;Not known;Not known;engineer;USSR;Soviet;20;20 th century;??;1877;??;1942;Space launchers conceiver.;-103,5;103,5 ° West;47;47 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-006-H1 V-008-M V-015-H3;75;75;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SAENGER;Crater;;Eugen Saenger;UAI 1970 ?;Not known;Not known;Not known;engineer;Germany;German;20;20 th century;??;1905;??;1964;Rockets conceiver.;102,4;102,4 ° East;4,3;4,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;75;75;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SAHA;Crater;;Meghnad Saha;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;India;Indian;20;20 th century;Dacca;1893;New Delhi;1956;Author on 1920 of a law about the equilibrium between ions and atoms. Classification of stars according to their spectral type.;102,7;102,7 ° East;-1,6;1,6 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;II-196-M II-196-H1;99;99;58;58;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SANFORD;Crater;;Roscoe F. Sanford;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1883;??;1958;??;-138,9;138,9 ° West;32,6;32,6 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-032-M V-028-H2 V-031-M V-032-H3 V-031-H3;55;55;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SAPPHO;Crater;;Sappho;UAI 1988 ?;Not known;Not known;Not known;Poet;Greece;Greek;-6;6 th century BC;Lesbos;??;Lesbos;??;Author of very famous poems in Antiquity.;133,2;133,2 ° East;-25;25 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SARTON;Crater;;George A. L. Sarton;UAI 1970 ?;Not known;Not known;Not known;historian;Belgium;Begian;20;20 th century;??;1884;??;1956;Specialized in sciences history.;-121,1;121,1 ° West;49,3;49,3 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-008-M V-025-H1 V-024-H3;69;69;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCALIGER;Crater;;Joseph J. Scaliger;UAI 1970 ?;Not known;Not known;Not known;historian;France;French;16;16 th century;??;1540;??;1609;??;108,9;108,9 ° East;-27,1;27,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;III-121-M;84;84;49;49;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHAEBERLE;Crater;;John Martin Schaeberle;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;19;19 th century;Wurtemberg;1853;Ann Arbor;1924;;-98,1;98,1 ° West;44,8;44,8 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
SHERRINGTON;Crater;;Sir Charles Scott Sherrington;UAI 1970 ?;Not known;Not known;Not known;physiologist;United Kingdom;British;20;20 th century;London;1857;Eastbourne;1952;Famous astronomical builder. Pioneer of astrophotography. Discoverer of 2 comets on 1880 and 1881. ;117,2;117,2 ° East;-26,2;26,2 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;III-121-M;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHJELLERUP;Crater;;H. C. Schjellerup;UAI 1970 ?;Not known;Not known;Not known;astronomer;Danmark;Danish;19;19 th century;??;1827;??;1887;Comets discoverer.;157,1;157,1 ° East;69,7;69,7 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;97;97;57;57;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHLESINGER;Crater;;Frank Schlesinger;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;New York;1871;Lyme;1943;Author of General Catalog of Stellar Parallaxes from 1924. One of the founders of the International Astronomical Union and president on 1932.;-138,6;138,6 ° West;47,4;47,4 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-028-H3 V-029-H1;80;80;47;47;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHLIEMANN;Crater;;Heinrich Schliemann;UAI 1970 ?;Not known;Not known;Not known;archeologist;Germany;German;19;19 th century;??;1822;??;1890;Famous for Troy ruins discovery.;155,2;155,2 ° East;-2,1;2,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-115-M I-116-M;54;54;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHNELLER;Crater;;Herbert Schneller;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;??;1901;??;1967;??;-163,6;163,6 ° West;41,8;41,8 ° North;North-West;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;V-039-M V-039-H3 V-039-H2;25;25;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHONFELD;Crater;;Eduard Schönfeld;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;19;19 th century;??;1828;??;1891;??;132,4;132,4 ° East;-75;75 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-021-M IV-082-M IV-008-M V-021-H2;312;312;184;184;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHRODINGER;Crater;;Erwin Schrödinger;UAI 1970 ?;Not known;Not known;Not known;physicist;Austria;Austrian;20;20 th century;Vienna;1887;Vienna;1961;Author of fundamental equations of quantic physics on 1926. Nobel laureate on 1933.;146,5;146,5 ° East;4,2;4,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;I-115-M I-116-M;108;108;64;64;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHUSTER;Crater;;Sir Arthur Schuster;UAI 1964 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;Frankfurt ober Main;1851;Yeldall;1934;Determination of cathodic rays nature on 1890. Numerous works on terrestriel magnetism, solar physics and spectroscopy.;121,2;121,2 ° East;70,1;70,1 ° North;North-East;;II;Nansen;No map or picture;No map or picture;No map or picture;;;212;212;125;125;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCHWARZSCHILD;Crater;;Karl Schwarzschild;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;Germany;German;20;20 th century;Frankfurt ober Main;1873;Potsdam;1916;Pioneer of stellar photometry with photography. First solution of general relativity equations on 1916. Inventor of black hole concept.;-148,9;148,9 ° West;-31,1;31,1 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;40;40;24;24;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SCOBEE;Crater;;Francis Richard Scobee;UAI 1973 ?;Not known;Not known;Not known;astronaut;USA;American;20;20 th century;??;1939;??;1986;Challenger shuttle crew member accidented in 1986.;145,8;145,8 ° East;73,5;73,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;110;110;65;65;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SEARES;Crater;;Frederick H. Seares;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1873;??;1964;??;-142,6;142,6 ° West;-7,1;7,1 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;I-028-M V-030-H3;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SECHENOV;Crater;;Ivan M. Sechenov;UAI 1970 ?;Not known;Not known;Not known;physiologist;Russia;Russian;19;19 th century;??;1829;??;1905;??;127,7;127,7 ° East;47,1;47,1 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-158-M;17;17;10;10;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SEGERS;Crater;;Carlos Segers;UAI 1970 ?;Not known;Not known;Not known;astronomer;Argentina;Argentinian;20;20 th century;??;1900;??;1967;??;152,2;152,2 ° East;-32,8;32,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SEIDEL;Crater;;Ludwig Philipp Von Seidel;UAI 1970 ?;Not known;Not known;Not known;mathematician;Germany;German;19;19 th century;Zweilbrücken;1821;Munich;1896;Application of des probabilities to photometry works of Steinheil. ;114,6;114,6 ° East;29,1;29,1 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-181-M;110;110;65;65;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SEYFERT;Crater;;Carl Keenan Seyfert;UAI 1970 ?;Not known;Not known;Not known;astrophysicist;USA;American;20;20 th century;??;1911;??;1960;Discoverer of a type of galaxy with active nucleus on 1943.;122,4;122,4 ° East;7,5;7,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHAHINAZ;Crater;;Shahinaz;UAI 1970 ?;Not known;Not known;Not known;female name.;Turkia;Turkish;;;;;;;??;173,3;173,3 ° East;12,4;12,4 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;II-034-H1 II-034-M;74;74;44;44;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHARONOV;Crater;;Vsevolod V. Sharonov;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;??;1901;??;1964;??;141,5;141,5 ° East;24,3;24,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHATALOV;Crater;;Vladimir A. Shatalov;UAI 1970 ?;Not known;Not known;Not known;cosmonaut;USSR;Soviet;20;20 th century;??;1927;;Vivant;??;172,5;172,5 ° East;32,6;32,6 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-079-M;18;18;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHAYN;Crater;;Grigoriy A. Shayn;UAI 1976 ?;Not known;Not known;Not known;astrophysicist;USSR;Soviet;20;20 th century;??;1892;??;??;??;118;118 ° East;-11,1;11,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;93;93;55;55;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHI SHEN;Crater;;Shi(H) Shen;UAI 1970 ?;Not known;Not known;Not known;astronomer;China;Chinese;-1;1 st century BC;??;??;??;-300;??;104,1;104,1 ° East;76;76 ° North;North-East;;II;Nansen;No map or picture;No map or picture;No map or picture;;;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHIRAKATSI;Crater;;Anania Shirakatsi;UAI 1970 ?;Not known;Not known;Not known;geographer;Armenia;Armenian;7;7 th century;??;620;??;685;??;128,6;128,6 ° East;-12,1;12,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-136-H3 I-136-M I-117-M;51;51;30;30;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHTERNBERG;Crater;;Pavel K. Shternberg (Sternberg);UAI 1970 ?;Not known;Not known;Not known;astronomer;Russia;Russian;19;19 th century;??;1865;??;1920;??;-116,3;116,3 ° West;19,5;19,5 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;70;70;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SHULEJKIN;Crater;;M.V. Shulejkin;UAI 1970 ?;Not known;Not known;Not known;engineer;USSR;Soviet;20;20 th century;??;1884;??;1939;Radio transmissions specialist.;-92,5;92,5 ° West;-27,1;27,1 ° South;South-West;;VII;Mare Orientale;No map or picture;No map or picture;No map or picture;;IV-194-H3 IV-195-H1;15;15;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
SIEDENTOPF;Crater;;Henry Friedrich Wilhelm Siedentopf;UAI 1970 ?;Not known;Not known;Not known;physicist;Germany;German;20;20 th century;Brema;1872;Iena;1940;Inventor on 1902 with Zsigmondy of the ultramicroscope.;135,5;135,5 ° East;22;22 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;61;61;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SIERPINSKI;Crater;;Waclaw;UAI 1970 ?;Not known;Not known;Not known;mathematician;Poland;Polish;20;20 th century;??;1882;??;1969;??;154,5;154,5 ° East;-27,2;27,2 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;69;69;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SIKORSKY;Crater;;Igor Ivanovich Sikorsky;UAI 1961 ?;Not known;Not known;Not known;engineer;Russia;Russian;20;20 th century;Kiev;1889;Easton;1972;Famous airplanes and helicopters builder.;103,2;103,2 ° East;-66,1;66,1 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;IV-005-H2 IV-008-M;98;98;58;58;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SISAKYAN;Crater;;Norajr M. Sisakyan;UAI 1973 ?;Not known;Not known;Not known;doctor;USSR;Soviet;20;20 th century;??;1907;??;1966;??;109;109 ° East;41,2;41,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-181-H2;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SKLODOWSKA;Crater;;Marie Sklodowska Curie;UAI 1970 ?;Not known;Not known;Not known;physicist;France;French;20;20 th century;Varsovie;1867;Sancellemoz;1934;Spuse of Pierre Curie. Production of metallic radium. Nobel laureate in physics on 1903 and in chemistry on 1911.;95,5;95,5 ° East;-18,2;18,2 ° South;South-East;;IV;Curie;No map or picture;No map or picture;No map or picture;;II-196-M;127;127;75;75;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
SLIPHER;Crater;;Earl C. Slipher;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;Mulberry;1883;Flagstaff;1964;Pioneer of planetary photography. Author of more than 200 000 pictures of Mars.;160,1;160,1 ° East;49,5;49,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-085-M V-079-M;69;69;41;41;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SMITH;Crater;;Michael John Smith;UAI 1970 ?;Not known;Not known;Not known;astronaut;USA;American;20;20 th century;??;1945;??;1986;Challenger shuttle crew member accidented in 1986.;-150,2;150,2 ° West;-31,6;31,6 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;34;34;20;20;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SMOLUCHOWSKI;Crater;;Marian Smoluchowski;UAI 1970 ?;Not known;Not known;Not known;physicist;Poland;Polish;19;19 th century;??;1872;??;1917;??;-96,8;96,8 ° West;60,3;60,3 ° North;North-West;;I;Brianchon;No map or picture;No map or picture;No map or picture;;;83;83;49;49;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
SNIADECKI;Crater;;Jan Sniadecki;UAI 1970 ?;Not known;Not known;Not known;astronomer;Poland;Polish;19;19 th century;??;1756;??;1830;??;-168,9;168,9 ° West;-22,5;22,5 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SODDY;Crater;;Sir Frederick Soddy;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;20;20 th century;Eastbourne;1877;Brighton;1956;Professor at Oxford University. Discoverer of the isotopy of elements on 1903. Nobel laureate in chemistry on 1921.;121,8;121,8 ° East;0,4;0,4 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;42;42;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
SOMMERFELD;Crater;;Arnold J. W. Sommerfeld;UAI 1964 ?;Not known;Not known;Not known;physicist;Germany;German;20;20 th century;Königsberg;1868;Munich;1951;Professor at Munich University on 1906. Author of gyroscope, electromagnetic waves diffraction theories and discovere of free electrons in metals. Explanaton of spectral rays structure on 1915.;-162,4;162,4 ° West;65,2;65,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M V-029-H3 V-025-M;169;169;99;99;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
