NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
DOME ARAGO D 1;TH851N2398E;851N2398E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Arago D n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer and physicist;France;French;19;19 th century;Estagel;1786;Paris;1853; Director of the observatory of Paris. Works on the polarization. Measure of the diameter of planets. Discovery of the solar chromosphere. Member of the Academy of Sciences in 1809. Minister having abolished the slavery in french colonies.;23.9836777;23.98;23 ° 59 '  East;8.511041375;8 ° 31 '  North;Nearside;North - East;East part of Mare Tranquillitatis;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Arago D;Forms double dome with a second dome;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARATUS C 1;TH2276N848E;2276N848E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Aratus C n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Poet;Greece;Greek;-4;4  th century BC;Soles;315 BC;Macedonia;245 av JC;Author of a poem on the astronomy and on the meteorological phenomena. Author of the name of 48 constellations known in Antiquity.;8.481651015;8.48;8 ° 29 '  East;22.76795896;22 ° 46 '  North;Nearside;North - East;Montes Apenninus region;22;Conon;322;1f6;357C 003C 161C 167N;;IV-102-H3;14;14;8.5;8.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of craters Aratus C+D;Not described;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARCHIMEDES 1;TH2451N352W;2451N352W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Archimedes n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and physicist;Greece;Greek;-3;3 rd century BC;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide.  Calculation of Pi.  Works in geometry. Inventor of the pulley and the lever.  Founder of the static and the hydrostatic.;-3.528816754;356.47;3 ° 32 '  West;24.51931648;24 ° 31 '  North;Nearside;North - West;Montes Apenninus region;22;Conon;330;1h7 / 2g1 / 5b8 / 6a2;003N 009N 174N 179N 183N;ST01/01  MM32 L100/027;IV-109-H3 IV-109-M IV-110-H1 IV-115-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Archimedes;Highland dome in Montes Archimedes;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARCHYTAS G 1;TH5579N122E;5579N122E;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Archytas G n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Scientist and stateman;Greece;Greek;-5;5  th century BC;Tarente;428 BC;Tarente;347 av JC;Pythagorician friend of Platon.  Inventor of the kite and flying machines.;1.223050912;1.22;1 ° 13 '  East;55.79178755;55 ° 48 '  North;Nearside;North - East;Moon North limb;4;Archytas;395;2f6;357N 003N 009N 154N 161N 167N 174N;;IV-104-H1 IV-116-H1;17;17;10.3;10.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Archytas G;Double dome, 2 craterpits on western flank of dome, in Mare Frigoris;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARISTILLUS 1;TH3079N393E;3079N393E;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Aristillus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Greece;Greek;-3;3 rd century BC;?;about 280 BC;?;?;Lived in Alexandrie;3.938500545;3.94;3 ° 56 '  East;30.7971408;30 ° 48 '  North;Nearside;North - East;North of Archimedes crater region;12;Aristillus;332;1g8 / 2f2 / 5a8 / 6a2;357N 003N 009N 167N 174N 179N 183N;ST01/01  MM32;IV-110-H1;35;35;21.3;21.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Aristillus;Hemispherical;;;;Not described;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARISTOTELES 1;TH5218N2529E;5218N2529E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Aristoteles n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Philosopher;Greece;Greek;-4;4  th century BC;Stagire;384 BC;Chalcis;322 av JC;Universal scientist. Creator of the Logic.  Tutor of Alexander the Great.  Works on animals and rocks.;25.29834304;25.3;25 ° 18 '  East;52.18551149;52 ° 11 '  North;Nearside;North - East;Moon North limb;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N 161N;ST08/00  MM71;IV-092-H1 IV-104-H1 IV-103-H3 IV-098-H3 IV-110-H3;5.5;5.5;3.3;3.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Aristoteles;In crater Aristotles ejecta blanket, elliptical mare dome with bright narrow summit;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BAILY A 1;TH4713N2854E;4713N2854E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Baily A n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer and mathematician;England;English;19;19 th century;Newbury;1774;London;1844;Founder of the astronomical Company of London in 1836. Determination of the density of the Earth.  Discoverer of the phenomenon of 'grains of Baily' during solar eclipses in 1836.;28.54054507;28.54;28 ° 32 '  East;47.13848779;47 ° 8 '  North;Nearside;North - East;Moon North-North-East limb;6;Strabo;368;2b5 / 4h6;334N 343N 131N 135N 143N 148N;;IV-091-H3 IV-086-H3;25;40;15.2;24.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Baily A;Low-profile, hemispherical, mare dome;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEAUMONT 1;TH1939S2863E;1939S2863E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beaumont n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Geologist;France;French;19;19 th century;Canon;1798;Canon;1874;Engineer of Mines.  Author of a geological map of France with DufrÃ©noy.  Secretary of the Academy of Sciences.  Author of a method of dating rocky layers.;28.63181757;28.63;28 ° 38 '  East;-19.39021239;19 ° 23 '  South;Nearside;South- East;Mare Nectaris South edge;58;Fracastorius;196;13a4 / 15g4;334C/S 343C 135S 146S 148S;MM114;IV-077-H2;13.7;13.7;8.3;8.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Beaumont;Probably a highlands hill;;;;Not described;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEER 1;TH2655N887W;2655N887W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beer n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of MÃ¤dler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.87447709;351.13;8 ° 52 '  West;26.55136936;26 ° 33 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;6.2;6.2;3.8;3.8;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SW of crater Beer;Steep slopes, hemispherical mare dome in Mare Imbrium;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEER 2;TH2661N913W;2661N913W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beer n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of MÃ¤dler. Author of a map of the Moon in 1837 and a map of Mars planet.;-9.139033977;350.86;9 ° 8 '  West;26.61543826;26 ° 37 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Beer;Not a dome;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEER 3;TH2680N947W;2680N947W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beer n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of MÃ¤dler. Author of a map of the Moon in 1837 and a map of Mars planet.;-9.479892278;350.52;9 ° 29 '  West;26.80786103;26 ° 48 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;S of crater Beer;No dome confirmation;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEER B 1;TH2534N852W;2534N852W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beer B n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of MÃ¤dler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.52647401;351.47;8 ° 32 '  West;25.34070192;25 ° 20 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Beer B;In area between wrinkle ridge and northeastern shore of Mare Imbrium;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BEER B 2;TH2546N872W;2546N872W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Beer B n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Berlin;1797;Berlin;1850;Collaborator of MÃ¤dler. Author of a map of the Moon in 1837 and a map of Mars planet.;-8.728080219;351.27;8 ° 44 '  West;25.46756014;25 ° 28 '  North;Nearside;North - West;South-East part of Mare Imbrium;21;Timocharis;334;5c7 / 6b1;018N 179N 183N;;IV-115-H1 IV-122-H1 IV-114-H3;8;8;4.9;4.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Beer B;In area between wrinkle ridge and northeastern shore of Mare Imbrium;;;;Not described;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BELLOT 1;TH1253S4902E;1253S4902E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bellot n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Navigator;France;French;19;19 th century;?;1826;?;1853;Specialist of the Antarctic.;49.02451398;49.02;49 ° 1 '  East;-12.53288941;12 ° 32 '  South;Nearside;South- East;East part of Mare Fecunditatis;48;Messier;191;15d5;315C/S 124C, 131C/S;;;4;4;2.4;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Bellot;Not described;;;;Not described;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BESSARION 1;TH1270N3568W;1270N3568W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bessarion n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Scholar and theologian;Byzance;Byzantin;15;15 th century;TrÃ©bizonde;1402;Ravenne;1472;Cardinal in 1439.  Partisan of the Union of Churches.  Promoter of the Renaissance in Italy.;-35.68232714;324.32;35 ° 41 '  West;12.70903299;12 ° 43 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;4;4;2.4;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Bessarion;Small, mare dome;;;;Not described;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BESSARION C 1;TH1489N4037W;1489N4037W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bessarion C n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Scholar and theologian;Byzance;Byzantin;15;15 th century;TrÃ©bizonde;1402;Ravenne;1472;Cardinal in 1439.  Partisan of the Union of Churches.  Promoter of the Renaissance in Italy.;-40.37272134;319.63;40 ° 22 '  West;14.89212693;14 ° 54 '  North;Nearside;North - West;Region between Oceanus Procellarum and Mare Imbrium;19;Brayley;253;7b6;040N/C 048N/C 055N/C 205C 213N/C;;IV-138-H2 A;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Bessarion C;Uncertain;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BESSEL 1;TH2116N1523E;2116N1523E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bessel n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Minden;1784;KÃ¶nigsberg;1846;Founder of the observatory of KÃ¶nigsberg.  Observation of 75 000 stars.  Measure of the distance of 61 Cygni in 1838.  Prediction of the existence of the companion of Sirius.;15.23128371;15.23;15 ° 14 '  East;21.16162215;21 ° 10 '  North;Nearside;North - East;South-East part of Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Bessel;Mare dome;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BESSEL F 1;TH2122N1377E;2122N1377E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bessel F n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Minden;1784;KÃ¶nigsberg;1846;Founder of the observatory of KÃ¶nigsberg.  Observation of 75 000 stars.  Measure of the distance of 61 Cygni in 1838.  Prediction of the existence of the companion of Sirius.;13.77749063;13.78;13 ° 47 '  East;21.22307378;21 ° 13 '  North;Nearside;North - East;South-East part of Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;WE of crater Bessel F;Not described;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME BESSEL G 1;TH2116N1484E;2116N1484E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Bessel G n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;Minden;1784;KÃ¶nigsberg;1846;Founder of the observatory of KÃ¶nigsberg.  Observation of 75 000 stars.  Measure of the distance of 61 Cygni in 1838.  Prediction of the existence of the companion of Sirius.;14.84957361;14.85;14 ° 51 '  East;21.16162215;21 ° 10 '  North;Nearside;North - East;South-East part of Mare Serenitatis;24;Bessel;316;1d5;343N 154C 161C;ST06/01  MM80;IV-090-H3;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Bessel G;Position uncertain;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
